record_id,lesson_id,lesson_number,lesson_title,exercise_order,exercise_type,textbook_page,textbook_page_range,source_pdf_page,source_pdf_page_range,section_id,section_label,prompt_raw,options_raw,audio_asset_ids,related_text_dialogue_ids,answer_status,review_status,source_note,uncertainty,source_file
E02-029,boya-intermediate-i-lesson-02,2,真正的朋友,29,listening_true_false,"[28,29]",28–29,,,S02-013-02-02,（二）听第二遍录音，判断正误,"听第二遍录音，判断正误：
1. 在日常生活中，可以成为知己的人有很多。
2. 我最喜欢与道德高尚的人交朋友。
3. 信任是友情的前提。
4. 人的一生能多几个知己就很满足了。",,"[""A02-012""]",,not_provided_in_source,visually_confirmed,,,work/boya-intermediate/extractions/structured-lesson-02.json
E02-030,boya-intermediate-i-lesson-02,2,真正的朋友,30,listening_open_response,29,,,,S02-013-02-03,（三）听后回答,听后回答：总结一下，作者希望和哪几种人交朋友？,,"[""A02-012""]",,open,visually_confirmed,,,work/boya-intermediate/extractions/structured-lesson-02.json
E02-031,boya-intermediate-i-lesson-02,2,真正的朋友,31,pattern_practice,30,,,,S02-014-02,句式练习,"1. 在实际生活中，很多事情人们往往只在嘴上说说，实际做的少，请使用“又有几个呢”举例说明。
2. 哪些事情对你来说是“毫无疑问”要去做的？
3. 下面的词语，随着社会的发展，有了新的含义。请查阅相关资料，了解其含义：
（1）所谓“粉丝”，________
（2）所谓“蚁族”，________
（3）所谓“打酱油”，________",,,,open,visually_confirmed,,,work/boya-intermediate/extractions/structured-lesson-02.json
E02-032,boya-intermediate-i-lesson-02,2,真正的朋友,32,culture_discussion,30,,,,S02-015-01,请你说说,"1. 在你们国家，有哪些关于做人的格言？
2. 怎样识别生活中的真假朋友？",,,,open,visually_confirmed,,,work/boya-intermediate/extractions/structured-lesson-02.json
E02-033,boya-intermediate-i-lesson-02,2,真正的朋友,33,reading_comprehension,31,,,,S02-015-03,读后回答,"读后回答：
1. 请解释一下“仁、义、礼、智、信”的含义，并说说哪一点是最重要的。
2. 你认为现代社会中是否还需要保持“仁、义、礼、智、信”的做人哲学？",,,,open,visually_confirmed,,,work/boya-intermediate/extractions/structured-lesson-02.json
E02-034,boya-intermediate-i-lesson-02,2,真正的朋友,34,culture_comparison,31,,,,S02-015-04,文化对比,在你们国家有没有与“仁、义、礼、智、信”相同或相近的思想体系？如果有，请做一下对比。,,,,open,visually_confirmed,,,work/boya-intermediate/extractions/structured-lesson-02.json
E02-035,boya-intermediate-i-lesson-02,2,真正的朋友,35,paragraph_speaking,31,,,,S02-016-01,成段叙述,叙述一下中国古代“桃园三结义”的故事，并对故事中的人物进行评价。,,,,open,visually_confirmed,,,work/boya-intermediate/extractions/structured-lesson-02.json
E02-036,boya-intermediate-i-lesson-02,2,真正的朋友,36,debate,31,,,,S02-016-02,小辩论,"小辩论：
正方：应该为朋友两肋插刀。
反方：不应该为朋友两肋插刀。",,,,open,visually_confirmed,,,work/boya-intermediate/extractions/structured-lesson-02.json
E02-037,boya-intermediate-i-lesson-02,2,真正的朋友,37,collection,31,,,,S02-016-03,收藏夹,全班同学共同努力，把本课中有关朋友的句子收集到一起，并补充每个同学所在国家有关朋友的语句，做一本《朋友语录》。,,,,open,visually_confirmed,,,work/boya-intermediate/extractions/structured-lesson-02.json
E02-038,boya-intermediate-i-lesson-02,2,真正的朋友,38,group_report,31,,,,S02-016-04,小组报告,学生三四人为一小组，以“什么是真正的朋友”为题，整理一份报告，做成PPT，推选一名代表发言。,,,,open,visually_confirmed,,,work/boya-intermediate/extractions/structured-lesson-02.json
E03-001,boya-intermediate-i-lesson-03,3,宜居之地,1,classroom_exchange,33,,,,S03-002-02,课堂小组交流,下面是旅游景点的类别，你最喜欢去哪些？说说为什么。\n1.名山大川  2.海边  3.古建筑  4.传统民居  5.遗址\n6.异域风情  7.瀑布  8.大都市  9.博物馆  10.寺庙,,,,open,pending_text_fidelity_review,,,work/boya-intermediate/extractions/structured-lesson-03.json
E03-002,boya-intermediate-i-lesson-03,3,宜居之地,2,speech_preparation,33,,,,S03-002-03,三分钟演讲准备,以“给我印象最深的旅游胜地”为题，从以下几方面准备三分钟演讲：\n1.旅游时间  2.国家或地区  3.景观  4.印象,,,,open,pending_text_fidelity_review,,,work/boya-intermediate/extractions/structured-lesson-03.json
E03-003,boya-intermediate-i-lesson-03,3,宜居之地,3,listening_comprehension_questions,34,,,,S03-003-01,听对话，回答问题,听对话，回答问题：\n1.女士为什么要搬家？\n2.他们为什么在海边买别墅？\n3.小区里发生了什么变化？\n4.女士认为住在山上的好处是什么？\n5.男士的父母为什么去南方？,,"[""A03-002""]",,not_provided_in_source,pending_text_fidelity_review,,,work/boya-intermediate/extractions/structured-lesson-03.json
E03-004,boya-intermediate-i-lesson-03,3,宜居之地,4,listening_multiple_choice,34,,,,S03-003-02,选出与所听到的句子意思相近的一项,选出与所听到句子意思相近一项：\n1. A.他们真爱吃菜，把满桌的菜都吃光了。 B.他们真喜欢吃饭，把桌子上的饭都吃光了。 C.他们吃得真多，把桌子上的饭菜都吃光了。\n2. A.参加晚会的人谁都不认识谁。 B.参加晚会的人都不会打扮。 C.参加晚会的人打扮得很奇怪，见面时看不出对方是谁了。\n3. A.这里有很多高楼，但是并不热闹。 B.这里有很多高楼和树林，十分热闹。 C.这里的高楼比树还多，却不是最热闹的地区。\n4. A.他们住在远离海边的山上，过着很安静的生活。 B.他们住的房子前边是海，后边是山，生活十分宁静。 C.他们住在海边的一片田野上，生活很宁静。\n5. A.在森林里散步，会让人心情好，精神愉快。 B.在海边散步，会让人心情平静。 C.在森林里散步，可以呼吸新鲜的空气。,,"[""A03-003""]",,not_provided_in_source,pending_text_fidelity_review,,,work/boya-intermediate/extractions/structured-lesson-03.json
E03-005,boya-intermediate-i-lesson-03,3,宜居之地,5,guided_speaking,"[34,35]",34–35,,,S03-003-03,用三至五句话回答问题，并使用画线词语,用三至五句话回答问题，并使用画线词语：\n1.介绍你们国家的一座宜居城市。\n2.在你居住的城市，有哪些美丽的景象？\n3.你能说出哪些树木属于高大的乔木吗？\n4.假期你喜欢去什么样的地方度假？\n5.你常常欣赏什么音乐？,,,,open,pending_text_fidelity_review,,,work/boya-intermediate/extractions/structured-lesson-03.json
E03-006,boya-intermediate-i-lesson-03,3,宜居之地,6,listen_repeat_comment,35,,,,S03-004-01,听录音，跟读句子，并谈谈自己的看法,听录音，跟读句子，并谈谈自己的看法：\n1.香港这个城市，五光十色，美中不足的是缺少必要的、足够的绿。\n2.我现在明白了，为什么居住在高度现代化城市的人需要度假。他们需要暂时离开喧嚣的城市，离开紧张的生活节奏，亲近自然，以获得片刻的宁静和清闲。\n3.古老的北京也是要高度现代化的，工作节奏、生活节奏也会加快的。,,"[""A03-004""]",,open,pending_text_fidelity_review,,,work/boya-intermediate/extractions/structured-lesson-03.json
E03-007,boya-intermediate-i-lesson-03,3,宜居之地,7,listen_read_make_sentence,35,,,,S03-004-02,听读带有“海”字的成语，了解意思并造句,听读下面带有“海”字的成语，了解成语的意思并造句：\n1.人山人海  2.五湖四海  3.山南海北  4.石沉大海  5.大海捞针  6.八仙过海,,"[""A03-005""]",,open,pending_text_fidelity_review,,,work/boya-intermediate/extractions/structured-lesson-03.json
E03-008,boya-intermediate-i-lesson-03,3,宜居之地,8,listening_fill_blank,36,,,,S03-005-02-01,（一）听第一遍录音，填空,听第一遍录音，填空：\n1.听说那里________，是著名的旅游________，很多中国人冬天都喜欢去那里________。\n2.还有什么比这更让人________的呢？\n3.什么城市的________，工作中的________，全都会忘得________。\n4.许多地方________，________，现代化建筑________了大片的绿地。,,"[""A03-006""]",,not_provided_in_source,pending_text_fidelity_review,,,work/boya-intermediate/extractions/structured-lesson-03.json
E03-009,boya-intermediate-i-lesson-03,3,宜居之地,9,listening_true_false,36,,,,S03-005-02-02,（二）听第二遍录音，判断正误,听第二遍录音，判断正误：\n1.三亚有山有海，风景美极了。\n2.大海有时候风平浪静，有时候狂风巨浪。\n3.沙滩、礁石、海面，都让人感到心里不舒服。\n4.许多海边的旅游胜地已经失去原有的美丽景象了。,,"[""A03-006""]",,not_provided_in_source,pending_text_fidelity_review,,,work/boya-intermediate/extractions/structured-lesson-03.json
E03-010,boya-intermediate-i-lesson-03,3,宜居之地,10,listening_open_response,36,,,,S03-005-02-03,（三）听后回答,听后回答：张明担心的问题是什么？你是否赞同他的观点？,,"[""A03-006""]",,open,pending_text_fidelity_review,,,work/boya-intermediate/extractions/structured-lesson-03.json
E03-011,boya-intermediate-i-lesson-03,3,宜居之地,11,pattern_practice,37,,,,S03-006-02,句式练习,用“时而……时而……”说说下列事物的变化：\n（1）天气：________\n（2）表情：________\n（3）灯光：________,,,,open,pending_text_fidelity_review,,,work/boya-intermediate/extractions/structured-lesson-03.json
E03-012,boya-intermediate-i-lesson-03,3,宜居之地,12,pattern_practice,37,,,,S03-006-02,句式练习,用“还有什么比这更……的呢”造句：\n（1）________（快乐）\n（2）________（感动）\n（3）________（伟大）,,,,open,pending_text_fidelity_review,,,work/boya-intermediate/extractions/structured-lesson-03.json
E03-013,boya-intermediate-i-lesson-03,3,宜居之地,13,pattern_practice,38,,,,S03-006-02,句式练习,用“值得一……”造句：\n（1）________（听）\n（2）________（读）\n（3）________（买）,,,,open,pending_text_fidelity_review,,,work/boya-intermediate/extractions/structured-lesson-03.json
E03-014,boya-intermediate-i-lesson-03,3,宜居之地,14,culture_discussion,38,,,,S03-007-01,请你说说,如果可以自由选择，你希望生活在什么样的环境里？,,,,open,pending_text_fidelity_review,,,work/boya-intermediate/extractions/structured-lesson-03.json
E03-015,boya-intermediate-i-lesson-03,3,宜居之地,15,reading_comprehension,39,,,,S03-007-03,读后回答,读后回答：\n1.北京的街道和公园主要有什么树？\n2.北京的大树和孩子们的生活有什么联系？,,,,open,pending_text_fidelity_review,,,work/boya-intermediate/extractions/structured-lesson-03.json
E03-016,boya-intermediate-i-lesson-03,3,宜居之地,16,speech,39,,,,S03-008-01,三分钟演讲,以“给我印象最深的旅游胜地”为题做三分钟演讲。,,,,open,pending_text_fidelity_review,,,work/boya-intermediate/extractions/structured-lesson-03.json
E03-017,boya-intermediate-i-lesson-03,3,宜居之地,17,simulated_space,39,,,,S03-008-02,模拟空间,你在一家旅游公司工作，现在有客户想要去某个海岛旅行，请你查找有关资料，满足客户的愿望。,,,,open,pending_text_fidelity_review,,,work/boya-intermediate/extractions/structured-lesson-03.json
E03-018,boya-intermediate-i-lesson-03,3,宜居之地,18,international_exchange,39,,,,S03-008-03,国际交流,如果有朋友去你们国家旅游，你会向他们介绍哪些旅游景点？请以PPT形式介绍给大家。,,,,open,pending_text_fidelity_review,,,work/boya-intermediate/extractions/structured-lesson-03.json
E03-019,boya-intermediate-i-lesson-03,3,宜居之地,19,travel_route_design,39,,,,S03-008-04,旅游线路设计,你的朋友有十天假期，想在中国旅游，请你帮他设计一条旅游线路，并简单介绍一下旅游景点以及相关旅游知识。,,,,open,pending_text_fidelity_review,,,work/boya-intermediate/extractions/structured-lesson-03.json
E03-020,boya-intermediate-i-lesson-03,3,宜居之地,20,classroom_exchange,41,,,,S03-010-02,课堂小组交流,在你们国家，农村与城市的生活差别大吗？主要体现在哪些方面？,,,,open,pending_text_fidelity_review,,,work/boya-intermediate/extractions/structured-lesson-03.json
E03-021,boya-intermediate-i-lesson-03,3,宜居之地,21,interview,41,,,,S03-010-03,采访,两三人一组，分组采访五个人（不同年龄、性别、学历、职业等），了解他们对当前住房问题的想法。,,,,open,pending_text_fidelity_review,,,work/boya-intermediate/extractions/structured-lesson-03.json
E03-022,boya-intermediate-i-lesson-03,3,宜居之地,22,listening_comprehension_questions,41,,,,S03-011-01,听对话，回答问题,听对话，回答问题：\n1.孙子考上了大学，张奶奶有什么反应？\n2.孩子考试没考好，女士认为是谁的责任？\n3.女士爬山的速度为什么比以前慢了？\n4.男士为什么没说自己的意见？\n5.女士为什么说话比以前少了？,,"[""A03-008""]",,not_provided_in_source,pending_text_fidelity_review,,,work/boya-intermediate/extractions/structured-lesson-03.json
E03-023,boya-intermediate-i-lesson-03,3,宜居之地,23,guided_speaking,41,,,,S03-011-02,用三至五句话回答问题，并使用画线词语,用三至五句话回答问题，并使用画线词语：\n1.你希望居住的小区具备哪些生活设施？\n2.什么时候你会感觉心里不踏实？\n3.退休以后，你希望自己闲下来享清福还是为社会多出一把力？\n4.当你生活的城市处于雾霾天气时，你会采取什么防护措施？\n5.怎样才能让自己有一个健全的身体？,,,,open,pending_text_fidelity_review,,,work/boya-intermediate/extractions/structured-lesson-03.json
E03-024,boya-intermediate-i-lesson-03,3,宜居之地,24,listen_repeat_substitute,"[41,42]",41–42,,,S03-012-01,听录音，跟读句子，并替换画线词语各说一句话,听录音，跟读句子，并替换画线词语各说一句话：\n1.人们到这里来的目的，是乘坐那些刺激性的游乐设施。\n2.我对这些玩意儿全都不敢领教，一来是自己上了年纪，二来是本不喜欢冒险性的娱乐。\n3.在香港，我极少逛街。\n4.我现在明白了，为什么居住在高度现代化城市的人需要度假。\n5.至少在明朝的时候，北京的大树就很有名了。,,"[""A03-009""]",,open,pending_text_fidelity_review,,,work/boya-intermediate/extractions/structured-lesson-03.json
E03-025,boya-intermediate-i-lesson-03,3,宜居之地,25,listening_repetition,42,,,,S03-012-02,听记句子，谈谈自己的看法,听记句子，谈谈自己的看法,,"[""A03-010""]",,audio_dependent,pending_text_fidelity_review,教材提供三条作答线，未印出待听句子的文字。,,work/boya-intermediate/extractions/structured-lesson-03.json
E03-026,boya-intermediate-i-lesson-03,3,宜居之地,26,listening_fill_blank,"[42,43]",42–43,,,S03-013-02-01,（一）听第一遍录音，填空,听第一遍录音，填空：\n1.上次听说你买了房子，你妈就兴奋得________。\n2.我们接你们来，就是让你们到城市里来________。\n3.你们和我们住在一起，我们工作也就________多了。\n4.我们上年纪的人，不想________了。,,"[""A03-011""]",,not_provided_in_source,pending_text_fidelity_review,,,work/boya-intermediate/extractions/structured-lesson-03.json
E03-027,boya-intermediate-i-lesson-03,3,宜居之地,27,listening_true_false,"[42,43]",42–43,,,S03-013-02-02,（二）听第二遍录音，判断正误,听第二遍录音，判断正误：\n1.儿子去年因为工作忙，过年没回家，父母生气了。\n2.儿子为父母在城市里买了一套房子。\n3.儿子希望父母能和自己住在一起。\n4.父亲拒绝了儿子的请求，不想到城里去住。,,"[""A03-011""]",,not_provided_in_source,pending_text_fidelity_review,,,work/boya-intermediate/extractions/structured-lesson-03.json
E03-028,boya-intermediate-i-lesson-03,3,宜居之地,28,listening_open_response,43,,,,S03-013-02-03,（三）听后回答,听后回答：父亲为什么不愿意去城里住？,,"[""A03-011""]",,open,pending_text_fidelity_review,,,work/boya-intermediate/extractions/structured-lesson-03.json
E03-029,boya-intermediate-i-lesson-03,3,宜居之地,29,pattern_practice,"[43,44]",43–44,,,S03-014-02,句式练习,用“逢人便……”造句：\n（1）________\n（2）________\n（3）________,,,,open,pending_text_fidelity_review,,,work/boya-intermediate/extractions/structured-lesson-03.json
E03-030,boya-intermediate-i-lesson-03,3,宜居之地,30,pattern_completion,44,,,,S03-014-02,句式练习,完成句子：\n（1）我愿意为你作证，不过说好了，________\n（2）我们公司可以为这个项目投资，不过说好了，________\n（3）我同意你和我女儿结婚，不过说好了，________,,,,open,pending_text_fidelity_review,,,work/boya-intermediate/extractions/structured-lesson-03.json
E03-031,boya-intermediate-i-lesson-03,3,宜居之地,31,pattern_completion,44,,,,S03-014-02,句式练习,用“再说”完成句子：\n（1）别去那家商店，人太多了，________\n（2）我周末不想出去，有很多作业要做，________\n（3）不要骑车载人，太危险了，________,,,,open,pending_text_fidelity_review,,,work/boya-intermediate/extractions/structured-lesson-03.json
E03-032,boya-intermediate-i-lesson-03,3,宜居之地,32,culture_discussion,44,,,,S03-015-01,请你说说,请你说说：\n1.哪些情况会造成环境污染？简单介绍一下。\n2.什么是雾霾天气？谈谈你对治理雾霾的建议。,,,,open,pending_text_fidelity_review,,,work/boya-intermediate/extractions/structured-lesson-03.json
E03-033,boya-intermediate-i-lesson-03,3,宜居之地,33,reading_comprehension,45,,,,S03-015-03,读后回答,读后回答：\n1.说出作者选择住在农村而不住在城市的理由。\n2.你同意作者的观点吗？为什么？,,,,open,pending_text_fidelity_review,,,work/boya-intermediate/extractions/structured-lesson-03.json
E03-034,boya-intermediate-i-lesson-03,3,宜居之地,34,debate,45,,,,S03-016-01,小辩论,小辩论：\n正方：在现代社会，住在城市比住在农村好。\n反方：在现代社会，住在城市不如住在农村好。,,,,open,pending_text_fidelity_review,,,work/boya-intermediate/extractions/structured-lesson-03.json
E03-035,boya-intermediate-i-lesson-03,3,宜居之地,35,paragraph_speaking,45,,,,S03-016-02,成段叙述,你们国家在治理环境污染方面采取了哪些措施？取得了哪些效果？,,,,open,pending_text_fidelity_review,,,work/boya-intermediate/extractions/structured-lesson-03.json
E03-036,boya-intermediate-i-lesson-03,3,宜居之地,36,interview_report,45,,,,S03-016-03,采访报告,将“人们对当前住房问题看法”的采访结果，以PPT形式整理出来，各小组推选一位代表发言。,,,,open,pending_text_fidelity_review,,,work/boya-intermediate/extractions/structured-lesson-03.json
E03-037,boya-intermediate-i-lesson-03,3,宜居之地,37,speech,45,,,,S03-016-04,三分钟演讲,如果条件允许，你最希望生活在哪个国家或地区？说说理由。,,,,open,pending_text_fidelity_review,,,work/boya-intermediate/extractions/structured-lesson-03.json
E04-001,boya-intermediate-i-lesson-04,4,地球人的担忧,1,survey_speech_preparation,48,,,,S04-002,课前准备,采访三位朋友，了解他们对核战争、水污染、空气污染、城市化等话题的看法，选择一个话题做三分钟演讲准备。,,,,open,pending_text_fidelity_review,,,work/boya-intermediate/extractions/structured-lesson-04.json
E04-002,boya-intermediate-i-lesson-04,4,地球人的担忧,2,paragraph_speaking_preparation,48,,,,S04-002,课前准备,查阅历史上破坏环境、威胁人类生命的事故资料，就时间、地点、起因和后果做两分钟成段叙述准备。,,,,open,pending_text_fidelity_review,,,work/boya-intermediate/extractions/structured-lesson-04.json
E04-003,boya-intermediate-i-lesson-04,4,地球人的担忧,3,listening_comprehension_questions,48,,,,S04-003,词语理解,听对话，回答6个问题。,,"[""A04-002""]",,not_provided_in_source,pending_text_fidelity_review,,,work/boya-intermediate/extractions/structured-lesson-04.json
E04-004,boya-intermediate-i-lesson-04,4,地球人的担忧,4,listening_multiple_choice,"[48,49]",48–49,,,S04-003,词语理解,选出与所听句子意思相近的一项，共5题。,,"[""A04-003""]",,not_provided_in_source,pending_text_fidelity_review,,,work/boya-intermediate/extractions/structured-lesson-04.json
E04-005,boya-intermediate-i-lesson-04,4,地球人的担忧,5,guided_speaking,49,,,,S04-003,词语理解,用三至五句话回答5个问题，并使用画线词语。,,,,open,pending_text_fidelity_review,,,work/boya-intermediate/extractions/structured-lesson-04.json
E04-006,boya-intermediate-i-lesson-04,4,地球人的担忧,6,listening_fill_blank,49,,,,S04-004,语句理解,听录音，填空并朗读，共5句。,,"[""A04-004""]",,audio_dependent,pending_text_fidelity_review,,,work/boya-intermediate/extractions/structured-lesson-04.json
E04-007,boya-intermediate-i-lesson-04,4,地球人的担忧,7,listening_repetition,50,,,,S04-004,语句理解,听记句子，谈谈自己的看法，共4句。,,"[""A04-005""]",,audio_dependent,pending_text_fidelity_review,,,work/boya-intermediate/extractions/structured-lesson-04.json
E04-008,boya-intermediate-i-lesson-04,4,地球人的担忧,8,listening_debate,"[50,51]",50–51,,,S04-005,语段理解,听小辩论，完成填空、判断正误，并概述正反方主要论点。,,"[""A04-006""]",,audio_dependent,pending_text_fidelity_review,,,work/boya-intermediate/extractions/structured-lesson-04.json
E04-009,boya-intermediate-i-lesson-04,4,地球人的担忧,9,pattern_completion,52,,,,S04-006,口语句式,用“有助于”完成3个句子。,,,,open,pending_text_fidelity_review,,,work/boya-intermediate/extractions/structured-lesson-04.json
E04-010,boya-intermediate-i-lesson-04,4,地球人的担忧,10,pattern_speaking,52,,,,S04-006,口语句式,用“在我看来”谈谈对3个观点的看法。,,,,open,pending_text_fidelity_review,,,work/boya-intermediate/extractions/structured-lesson-04.json
E04-011,boya-intermediate-i-lesson-04,4,地球人的担忧,11,pattern_speaking,52,,,,S04-006,口语句式,用“不说别的，就说……吧”谈谈对环境污染的看法。,,,,open,pending_text_fidelity_review,,,work/boya-intermediate/extractions/structured-lesson-04.json
E04-012,boya-intermediate-i-lesson-04,4,地球人的担忧,12,culture_discussion,52,,,,S04-007,文化知识,说说生产生活给地球带来的危害，以及如何利用现代科技解决污染问题。,,,,open,pending_text_fidelity_review,,,work/boya-intermediate/extractions/structured-lesson-04.json
E04-013,boya-intermediate-i-lesson-04,4,地球人的担忧,13,reading_comprehension,"[52,53]",52–53,,,S04-007,文化知识,阅读《汽车》，回答汽车历史、好处和问题。,,,,open,pending_text_fidelity_review,,,work/boya-intermediate/extractions/structured-lesson-04.json
E04-014,boya-intermediate-i-lesson-04,4,地球人的担忧,14,speech,54,,,,S04-008,拓展练习,根据课前准备选择一个话题做三分钟演讲。,,,,open,pending_text_fidelity_review,,,work/boya-intermediate/extractions/structured-lesson-04.json
E04-015,boya-intermediate-i-lesson-04,4,地球人的担忧,15,classroom_practice,54,,,,S04-008,拓展练习,选看与气候、环境或地球有关的电影，讨论相关内容。,,,,open,pending_text_fidelity_review,,,work/boya-intermediate/extractions/structured-lesson-04.json
E04-016,boya-intermediate-i-lesson-04,4,地球人的担忧,16,paragraph_speaking,54,,,,S04-008,拓展练习,就破坏环境、威胁人类生命的事故做两分钟成段叙述。,,,,open,pending_text_fidelity_review,,,work/boya-intermediate/extractions/structured-lesson-04.json
E04-017,boya-intermediate-i-lesson-04,4,地球人的担忧,17,research_matching,54,,,,S04-008,拓展练习,查找8个环保标识的名称和相关知识并连线介绍。,,,,open,pending_text_fidelity_review,,,work/boya-intermediate/extractions/structured-lesson-04.json
E04-018,boya-intermediate-i-lesson-04,4,地球人的担忧,18,research_preparation,56,,,,S04-010,课前准备,查资料，了解“绿色蔬菜”的准确定义，并结合本国情况交流。,,,,open,pending_text_fidelity_review,,,work/boya-intermediate/extractions/structured-lesson-04.json
E04-019,boya-intermediate-i-lesson-04,4,地球人的担忧,19,survey_report,56,,,,S04-010,课前准备,调查至少5人关于污染、居住地点和解决办法的看法，做成PPT汇报。,,,,open,pending_text_fidelity_review,,,work/boya-intermediate/extractions/structured-lesson-04.json
E04-020,boya-intermediate-i-lesson-04,4,地球人的担忧,20,listening_comprehension_questions,57,,,,S04-011,词语理解,听对话，回答5个问题。,,"[""A04-008""]",,not_provided_in_source,pending_text_fidelity_review,,,work/boya-intermediate/extractions/structured-lesson-04.json
E04-021,boya-intermediate-i-lesson-04,4,地球人的担忧,21,listening_multiple_choice,"[57,58]",57–58,,,S04-011,词语理解,选出与所听句子意思相近的一项，共5题。,,"[""A04-009""]",,not_provided_in_source,pending_text_fidelity_review,,,work/boya-intermediate/extractions/structured-lesson-04.json
E04-022,boya-intermediate-i-lesson-04,4,地球人的担忧,22,guided_speaking,58,,,,S04-011,词语理解,用三至五句话回答5个问题，并使用画线词语。,,,,open,pending_text_fidelity_review,,,work/boya-intermediate/extractions/structured-lesson-04.json
E04-023,boya-intermediate-i-lesson-04,4,地球人的担忧,23,listen_read_describe,58,,,,S04-012,语句理解,听录音并朗读短文，选用画线词语描述家乡或喜欢的风景。,,"[""A04-010""]",,open,pending_text_fidelity_review,,,work/boya-intermediate/extractions/structured-lesson-04.json
E04-024,boya-intermediate-i-lesson-04,4,地球人的担忧,24,listen_repeat_speech,58,,,,S04-012,语句理解,听录音，跟读4个句子，以其中一句为题准备三分钟演讲。,,"[""A04-011""]",,audio_dependent,pending_text_fidelity_review,,,work/boya-intermediate/extractions/structured-lesson-04.json
E04-025,boya-intermediate-i-lesson-04,4,地球人的担忧,25,listening_fill_blank,59,,,,S04-013,语段理解,听第一遍录音，完成核能短文填空。,,"[""A04-012""]",,audio_dependent,pending_text_fidelity_review,,,work/boya-intermediate/extractions/structured-lesson-04.json
E04-026,boya-intermediate-i-lesson-04,4,地球人的担忧,26,listening_true_false,59,,,,S04-013,语段理解,听第二遍录音，判断4句话正误。,,"[""A04-012""]",,audio_dependent,pending_text_fidelity_review,,,work/boya-intermediate/extractions/structured-lesson-04.json
E04-027,boya-intermediate-i-lesson-04,4,地球人的担忧,27,listening_open_response,59,,,,S04-013,语段理解,听后回答：核能是否应当继续开发利用。,,"[""A04-012""]",,open,pending_text_fidelity_review,,,work/boya-intermediate/extractions/structured-lesson-04.json
E04-028,boya-intermediate-i-lesson-04,4,地球人的担忧,28,pattern_dialogue_completion,"[59,60]",59–60,,,S04-014,口语句式,用“怎么能不……呢”完成3组对话。,,,,open,pending_text_fidelity_review,,,work/boya-intermediate/extractions/structured-lesson-04.json
E04-029,boya-intermediate-i-lesson-04,4,地球人的担忧,29,pattern_sentence,60,,,,S04-014,口语句式,用“众所周知”造3个句子。,,,,open,pending_text_fidelity_review,,,work/boya-intermediate/extractions/structured-lesson-04.json
E04-030,boya-intermediate-i-lesson-04,4,地球人的担忧,30,pattern_completion,60,,,,S04-014,口语句式,用“是否……呢”完成3个句子。,,,,open,pending_text_fidelity_review,,,work/boya-intermediate/extractions/structured-lesson-04.json
E04-031,boya-intermediate-i-lesson-04,4,地球人的担忧,31,culture_discussion,61,,,,S04-015,文化知识,介绍全球性传染病，并说明农药对农作物生长的影响。,,,,open,pending_text_fidelity_review,,,work/boya-intermediate/extractions/structured-lesson-04.json
E04-032,boya-intermediate-i-lesson-04,4,地球人的担忧,32,reading_comprehension,61,,,,S04-015,文化知识,阅读《疯牛病》，回答传播方式和对英国的危害。,,,,open,pending_text_fidelity_review,,,work/boya-intermediate/extractions/structured-lesson-04.json
E04-033,boya-intermediate-i-lesson-04,4,地球人的担忧,33,interview_report,61,,,,S04-015,文化知识,采访兽医，了解某种流行病的原因和影响并汇报。,,,,open,pending_text_fidelity_review,,,work/boya-intermediate/extractions/structured-lesson-04.json
E04-034,boya-intermediate-i-lesson-04,4,地球人的担忧,34,paragraph_reading,62,,,,S04-016,拓展练习,写200字短文描述家乡或喜欢的风景并朗读。,,,,open,pending_text_fidelity_review,,,work/boya-intermediate/extractions/structured-lesson-04.json
E04-035,boya-intermediate-i-lesson-04,4,地球人的担忧,35,speech,62,,,,S04-016,拓展练习,根据语句理解练习二做三分钟演讲。,,,,open,pending_text_fidelity_review,,,work/boya-intermediate/extractions/structured-lesson-04.json
E04-036,boya-intermediate-i-lesson-04,4,地球人的担忧,36,survey_report,62,,,,S04-016,拓展练习,将环境污染调查整理成PPT向全班汇报。,,,,open,pending_text_fidelity_review,,,work/boya-intermediate/extractions/structured-lesson-04.json
E04-037,boya-intermediate-i-lesson-04,4,地球人的担忧,37,research_presentation,62,,,,S04-016,拓展练习,查询至少三个世界环境日主题并介绍主要内容。,,,,open,pending_text_fidelity_review,,,work/boya-intermediate/extractions/structured-lesson-04.json
E05-001,boya-intermediate-i-lesson-05,5,音乐的魅力,1,music_preparation,64,,,,S05-002-02,音乐欣赏,准备一首你喜欢的西方古典乐曲，在学完课文后，通过视频或音频为全班同学播放。,,,,open,visually_confirmed,,,work/boya-intermediate/extractions/structured-lesson-05.json
E05-002,boya-intermediate-i-lesson-05,5,音乐的魅力,2,field_practice,64,,,,S05-002-03,课外实践,带上录音、录像设备，去郊区或野外录下大自然的各种声音。,,,,open,visually_confirmed,,,work/boya-intermediate/extractions/structured-lesson-05.json
