grammar_id,lesson_key,textbook_id,volume,lesson_id,lesson_number,lesson_title,pattern,function_zh,meaning_vi,meaning_vi_status,example_sentence_zh,evidence_zh,source_section,source_pdf_page,source_printed_page,source_pdf_pages,source_printed_pages,source_status,needs_manual,source_notes
boya-elementary-i:lesson-10:audit-grammar-005,boya-elementary-i:lesson-10,boya-elementary-i,初级起步篇 I,lesson-10,10,西瓜怎么卖,两在量词前,,Dùng 两 trước lượng từ để chỉ hai đơn vị.,translated_subagent_draft,……多少钱？；……怎么卖？；在……卖多少钱？；你要买什么？；你要买几个／多少？；有……吗？；怎么付钱？；买五瓶啤酒，再买两大瓶可乐。；我扫微信付钱。,……多少钱？；……怎么卖？；在……卖多少钱？；你要买什么？；你要买几个／多少？；有……吗？；怎么付钱？；买五瓶啤酒，再买两大瓶可乐。；我扫微信付钱。,参考句式／价格；参考句式／交际练习、重点句子,87,76,87;90,76;79,explicit_section_ocr_needs_manual,true,独立 PDF 语法审计草稿；参考句式／句型明确出现，仍需逐页人工核对。
boya-elementary-i:lesson-10:audit-grammar-006,boya-elementary-i:lesson-10,boya-elementary-i,初级起步篇 I,lesson-10,10,西瓜怎么卖,再+V（追加）,,再 đứng trước động từ để yêu cầu hoặc nói làm thêm một lần hay thêm một món.,translated_subagent_draft,……多少钱？；……怎么卖？；在……卖多少钱？；你要买什么？；你要买几个／多少？；有……吗？；怎么付钱？；买五瓶啤酒，再买两大瓶可乐。；我扫微信付钱。,……多少钱？；……怎么卖？；在……卖多少钱？；你要买什么？；你要买几个／多少？；有……吗？；怎么付钱？；买五瓶啤酒，再买两大瓶可乐。；我扫微信付钱。,参考句式／价格；参考句式／交际练习、重点句子,87,76,87;90,76;79,explicit_section_ocr_needs_manual,true,独立 PDF 语法审计草稿；参考句式／句型明确出现，仍需逐页人工核对。
boya-elementary-i:lesson-10:audit-grammar-007,boya-elementary-i:lesson-10,boya-elementary-i,初级起步篇 I,lesson-10,10,西瓜怎么卖,一共+金额,,一共 dùng trước tổng số tiền hoặc tổng lượng để hỏi hay nêu tổng cộng.,translated_subagent_draft,……多少钱？；……怎么卖？；在……卖多少钱？；你要买什么？；你要买几个／多少？；有……吗？；怎么付钱？；买五瓶啤酒，再买两大瓶可乐。；我扫微信付钱。,……多少钱？；……怎么卖？；在……卖多少钱？；你要买什么？；你要买几个／多少？；有……吗？；怎么付钱？；买五瓶啤酒，再买两大瓶可乐。；我扫微信付钱。,参考句式／价格；参考句式／交际练习、重点句子,87,76,87;90,76;79,explicit_section_ocr_needs_manual,true,独立 PDF 语法审计草稿；参考句式／句型明确出现，仍需逐页人工核对。
boya-elementary-i:lesson-10:audit-grammar-008,boya-elementary-i:lesson-10,boya-elementary-i,初级起步篇 I,lesson-10,10,西瓜怎么卖,怎么付钱,,Dùng 怎么付钱 để hỏi cách thanh toán.,translated_subagent_draft,……多少钱？；……怎么卖？；在……卖多少钱？；你要买什么？；你要买几个／多少？；有……吗？；怎么付钱？；买五瓶啤酒，再买两大瓶可乐。；我扫微信付钱。,……多少钱？；……怎么卖？；在……卖多少钱？；你要买什么？；你要买几个／多少？；有……吗？；怎么付钱？；买五瓶啤酒，再买两大瓶可乐。；我扫微信付钱。,参考句式／价格；参考句式／交际练习、重点句子,87,76,87;90,76;79,explicit_section_ocr_needs_manual,true,独立 PDF 语法审计草稿；参考句式／句型明确出现，仍需逐页人工核对。
boya-elementary-i:lesson-10:audit-grammar-009,boya-elementary-i:lesson-10,boya-elementary-i,初级起步篇 I,lesson-10,10,西瓜怎么卖,在+地点+卖,,在加 địa điểm đặt trước 卖 để nói nơi bán một mặt hàng.,translated_subagent_draft,……多少钱？；……怎么卖？；在……卖多少钱？；你要买什么？；你要买几个／多少？；有……吗？；怎么付钱？；买五瓶啤酒，再买两大瓶可乐。；我扫微信付钱。,……多少钱？；……怎么卖？；在……卖多少钱？；你要买什么？；你要买几个／多少？；有……吗？；怎么付钱？；买五瓶啤酒，再买两大瓶可乐。；我扫微信付钱。,参考句式／价格；参考句式／交际练习、重点句子,87,76,87;90,76;79,explicit_section_ocr_needs_manual,true,独立 PDF 语法审计草稿；参考句式／句型明确出现，仍需逐页人工核对。
boya-elementary-i:lesson-11:audit-grammar-001,boya-elementary-i:lesson-11,boya-elementary-i,初级起步篇 I,lesson-11,11,明天天气怎么样,……怎么样？,,Dùng …怎么样 để hỏi tình trạng đánh giá hoặc ý kiến về người việc hay sự vật.,translated_subagent_draft,……怎么样？例如：你的同屋怎么样？；明天天气怎么样？；明天天气很好。；天气太热了。；现在是最好的季节。；这个季节不太热，也不常下雨。,……怎么样？例如：你的同屋怎么样？；明天天气怎么样？；明天天气很好。；天气太热了。；现在是最好的季节。；这个季节不太热，也不常下雨。,参考句式；重点句子,97,86,97;99,86;88,explicit_section_ocr_needs_manual,true,独立 PDF 语法审计草稿；参考句式／句型明确出现，仍需逐页人工核对。
boya-elementary-i:lesson-11:audit-grammar-002,boya-elementary-i:lesson-11,boya-elementary-i,初级起步篇 I,lesson-11,11,明天天气怎么样,形容词谓语（天气很好）,,Tính từ có thể trực tiếp làm vị ngữ để miêu tả như thời tiết đẹp.,translated_subagent_draft,……怎么样？例如：你的同屋怎么样？；明天天气怎么样？；明天天气很好。；天气太热了。；现在是最好的季节。；这个季节不太热，也不常下雨。,……怎么样？例如：你的同屋怎么样？；明天天气怎么样？；明天天气很好。；天气太热了。；现在是最好的季节。；这个季节不太热，也不常下雨。,参考句式；重点句子,97,86,97;99,86;88,explicit_section_ocr_needs_manual,true,独立 PDF 语法审计草稿；参考句式／句型明确出现，仍需逐页人工核对。
boya-elementary-i:lesson-11:audit-grammar-003,boya-elementary-i:lesson-11,boya-elementary-i,初级起步篇 I,lesson-11,11,明天天气怎么样,太+形容词+了,,太加 tính từ加了 diễn tả mức độ rất cao và thường kèm cảm xúc.,translated_subagent_draft,……怎么样？例如：你的同屋怎么样？；明天天气怎么样？；明天天气很好。；天气太热了。；现在是最好的季节。；这个季节不太热，也不常下雨。,……怎么样？例如：你的同屋怎么样？；明天天气怎么样？；明天天气很好。；天气太热了。；现在是最好的季节。；这个季节不太热，也不常下雨。,参考句式；重点句子,97,86,97;99,86;88,explicit_section_ocr_needs_manual,true,独立 PDF 语法审计草稿；参考句式／句型明确出现，仍需逐页人工核对。
boya-elementary-i:lesson-11:audit-grammar-004,boya-elementary-i:lesson-11,boya-elementary-i,初级起步篇 I,lesson-11,11,明天天气怎么样,不太+形容词,,不太 đặt trước tính từ để nói mức độ không lắm hay không quá.,translated_subagent_draft,……怎么样？例如：你的同屋怎么样？；明天天气怎么样？；明天天气很好。；天气太热了。；现在是最好的季节。；这个季节不太热，也不常下雨。,……怎么样？例如：你的同屋怎么样？；明天天气怎么样？；明天天气很好。；天气太热了。；现在是最好的季节。；这个季节不太热，也不常下雨。,参考句式；重点句子,97,86,97;99,86;88,explicit_section_ocr_needs_manual,true,独立 PDF 语法审计草稿；参考句式／句型明确出现，仍需逐页人工核对。
boya-elementary-i:lesson-11:audit-grammar-005,boya-elementary-i:lesson-11,boya-elementary-i,初级起步篇 I,lesson-11,11,明天天气怎么样,也／常／最+形容词,,也 常 最 đứng trước tính từ lần lượt diễn tả cũng thường hoặc nhất.,translated_subagent_draft,……怎么样？例如：你的同屋怎么样？；明天天气怎么样？；明天天气很好。；天气太热了。；现在是最好的季节。；这个季节不太热，也不常下雨。,……怎么样？例如：你的同屋怎么样？；明天天气怎么样？；明天天气很好。；天气太热了。；现在是最好的季节。；这个季节不太热，也不常下雨。,参考句式；重点句子,97,86,97;99,86;88,explicit_section_ocr_needs_manual,true,独立 PDF 语法审计草稿；参考句式／句型明确出现，仍需逐页人工核对。
boya-elementary-i:lesson-11:audit-grammar-006,boya-elementary-i:lesson-11,boya-elementary-i,初级起步篇 I,lesson-11,11,明天天气怎么样,天气预报说+小句,,Dùng 天气预报说加 mệnh đề để thuật lại nội dung dự báo thời tiết.,translated_subagent_draft,……怎么样？例如：你的同屋怎么样？；明天天气怎么样？；明天天气很好。；天气太热了。；现在是最好的季节。；这个季节不太热，也不常下雨。,……怎么样？例如：你的同屋怎么样？；明天天气怎么样？；明天天气很好。；天气太热了。；现在是最好的季节。；这个季节不太热，也不常下雨。,参考句式；重点句子,97,86,97;99,86;88,explicit_section_ocr_needs_manual,true,独立 PDF 语法审计草稿；参考句式／句型明确出现，仍需逐页人工核对。
boya-elementary-i:lesson-12:audit-grammar-001,boya-elementary-i:lesson-12,boya-elementary-i,初级起步篇 I,lesson-12,12,我正在等公共汽车呢,正在+V+呢,,正在加 động từ加呢 diễn tả hành động đang diễn ra ngay lúc nói.,translated_subagent_draft,……在哪儿？；干什么？；……什么时候……？；我正在车站等公共汽车呢。；你（正）在干什么呢？；我从星期一到星期五每天都有课。；从下个星期开始上电影课。,……在哪儿？；干什么？；……什么时候……？；我正在车站等公共汽车呢。；你（正）在干什么呢？；我从星期一到星期五每天都有课。；从下个星期开始上电影课。,参考句式；重点句子（扫描顺序异常）,107,96,107;118,96;98,explicit_section_ocr_needs_manual,true,独立 PDF 语法审计草稿；参考句式／句型明确出现，仍需逐页人工核对。
boya-elementary-i:lesson-12:audit-grammar-002,boya-elementary-i:lesson-12,boya-elementary-i,初级起步篇 I,lesson-12,12,我正在等公共汽车呢,在+地点+V（进行）,,在加 địa điểm加 động từ cho biết hành động đang xảy ra ở đâu.,translated_subagent_draft,……在哪儿？；干什么？；……什么时候……？；我正在车站等公共汽车呢。；你（正）在干什么呢？；我从星期一到星期五每天都有课。；从下个星期开始上电影课。,……在哪儿？；干什么？；……什么时候……？；我正在车站等公共汽车呢。；你（正）在干什么呢？；我从星期一到星期五每天都有课。；从下个星期开始上电影课。,参考句式；重点句子（扫描顺序异常）,107,96,107;118,96;98,explicit_section_ocr_needs_manual,true,独立 PDF 语法审计草稿；参考句式／句型明确出现，仍需逐页人工核对。
boya-elementary-i:lesson-12:audit-grammar-003,boya-elementary-i:lesson-12,boya-elementary-i,初级起步篇 I,lesson-12,12,我正在等公共汽车呢,从……到……,,Từ…到… chỉ thời điểm hay khoảng thời gian bắt đầu và kết thúc.,translated_subagent_draft,……在哪儿？；干什么？；……什么时候……？；我正在车站等公共汽车呢。；你（正）在干什么呢？；我从星期一到星期五每天都有课。；从下个星期开始上电影课。,……在哪儿？；干什么？；……什么时候……？；我正在车站等公共汽车呢。；你（正）在干什么呢？；我从星期一到星期五每天都有课。；从下个星期开始上电影课。,参考句式；重点句子（扫描顺序异常）,107,96,107;118,96;98,explicit_section_ocr_needs_manual,true,独立 PDF 语法审计草稿；参考句式／句型明确出现，仍需逐页人工核对。
boya-elementary-i:lesson-12:audit-grammar-004,boya-elementary-i:lesson-12,boya-elementary-i,初级起步篇 I,lesson-12,12,我正在等公共汽车呢,每+时间／量词+都,,每加 đơn vị thời gian và 都 diễn tả mọi thời điểm đều có cùng thói quen hoặc tình trạng.,translated_subagent_draft,……在哪儿？；干什么？；……什么时候……？；我正在车站等公共汽车呢。；你（正）在干什么呢？；我从星期一到星期五每天都有课。；从下个星期开始上电影课。,……在哪儿？；干什么？；……什么时候……？；我正在车站等公共汽车呢。；你（正）在干什么呢？；我从星期一到星期五每天都有课。；从下个星期开始上电影课。,参考句式；重点句子（扫描顺序异常）,107,96,107;118,96;98,explicit_section_ocr_needs_manual,true,独立 PDF 语法审计草稿；参考句式／句型明确出现，仍需逐页人工核对。
boya-elementary-i:lesson-12:audit-grammar-005,boya-elementary-i:lesson-12,boya-elementary-i,初级起步篇 I,lesson-12,12,我正在等公共汽车呢,什么时候+V,,Dùng 什么时候 trước động từ để hỏi khi nào làm việc đó.,translated_subagent_draft,……在哪儿？；干什么？；……什么时候……？；我正在车站等公共汽车呢。；你（正）在干什么呢？；我从星期一到星期五每天都有课。；从下个星期开始上电影课。,……在哪儿？；干什么？；……什么时候……？；我正在车站等公共汽车呢。；你（正）在干什么呢？；我从星期一到星期五每天都有课。；从下个星期开始上电影课。,参考句式；重点句子（扫描顺序异常）,107,96,107;118,96;98,explicit_section_ocr_needs_manual,true,独立 PDF 语法审计草稿；参考句式／句型明确出现，仍需逐页人工核对。
boya-elementary-i:lesson-12:audit-grammar-006,boya-elementary-i:lesson-12,boya-elementary-i,初级起步篇 I,lesson-12,12,我正在等公共汽车呢,一会儿（短时量）,,一会儿 chỉ một khoảng thời gian ngắn hoặc một lát.,translated_subagent_draft,……在哪儿？；干什么？；……什么时候……？；我正在车站等公共汽车呢。；你（正）在干什么呢？；我从星期一到星期五每天都有课。；从下个星期开始上电影课。,……在哪儿？；干什么？；……什么时候……？；我正在车站等公共汽车呢。；你（正）在干什么呢？；我从星期一到星期五每天都有课。；从下个星期开始上电影课。,参考句式；重点句子（扫描顺序异常）,107,96,107;118,96;98,explicit_section_ocr_needs_manual,true,独立 PDF 语法审计草稿；参考句式／句型明确出现，仍需逐页人工核对。
boya-elementary-i:lesson-12:audit-grammar-007,boya-elementary-i:lesson-12,boya-elementary-i,初级起步篇 I,lesson-12,12,我正在等公共汽车呢,下个+时间,,下个 đứng trước từ thời gian để chỉ kỳ kế tiếp như tuần sau hoặc tháng sau.,translated_subagent_draft,……在哪儿？；干什么？；……什么时候……？；我正在车站等公共汽车呢。；你（正）在干什么呢？；我从星期一到星期五每天都有课。；从下个星期开始上电影课。,……在哪儿？；干什么？；……什么时候……？；我正在车站等公共汽车呢。；你（正）在干什么呢？；我从星期一到星期五每天都有课。；从下个星期开始上电影课。,参考句式；重点句子（扫描顺序异常）,107,96,107;118,96;98,explicit_section_ocr_needs_manual,true,独立 PDF 语法审计草稿；参考句式／句型明确出现，仍需逐页人工核对。
boya-elementary-i:lesson-13:audit-grammar-001,boya-elementary-i:lesson-13,boya-elementary-i,初级起步篇 I,lesson-13,13,你打算买什么样子,打算+V,,打算加 động từ diễn tả dự định hoặc kế hoạch sắp làm.,translated_subagent_draft,……怎么样？；……多少钱？；你打算买什么样子的？；你喜欢什么颜色的？；这个手机屏幕有点儿小，有没有大一点儿？；要是你买两件，每件350块，怎么样？；我要两件，一件白的，一件蓝的。,……怎么样？；……多少钱？；你打算买什么样子的？；你喜欢什么颜色的？；这个手机屏幕有点儿小，有没有大一点儿？；要是你买两件，每件350块，怎么样？；我要两件，一件白的，一件蓝的。,注意／有点儿与一点儿；参考式、重点句子,112,101,112;119,101;108,explicit_section_ocr_needs_manual,true,独立 PDF 语法审计草稿；参考句式／句型明确出现，仍需逐页人工核对。
boya-elementary-i:lesson-13:audit-grammar-002,boya-elementary-i:lesson-13,boya-elementary-i,初级起步篇 I,lesson-13,13,你打算买什么样子,什么样的／什么颜色的（的名词化、省略中心名词）,,什么样的 hoặc 什么颜色的 dùng để hỏi loại hay màu; 的 có thể thay cho danh từ đã rõ.,translated_subagent_draft,……怎么样？；……多少钱？；你打算买什么样子的？；你喜欢什么颜色的？；这个手机屏幕有点儿小，有没有大一点儿？；要是你买两件，每件350块，怎么样？；我要两件，一件白的，一件蓝的。,……怎么样？；……多少钱？；你打算买什么样子的？；你喜欢什么颜色的？；这个手机屏幕有点儿小，有没有大一点儿？；要是你买两件，每件350块，怎么样？；我要两件，一件白的，一件蓝的。,注意／有点儿与一点儿；参考式、重点句子,112,101,112;119,101;108,explicit_section_ocr_needs_manual,true,独立 PDF 语法审计草稿；参考句式／句型明确出现，仍需逐页人工核对。
boya-elementary-i:lesson-13:audit-grammar-003,boya-elementary-i:lesson-13,boya-elementary-i,初级起步篇 I,lesson-13,13,你打算买什么样子,有点儿+形容词,,有点儿 đứng trước tính từ thường diễn tả mức độ hơi và hay có sắc thái không vừa ý.,translated_subagent_draft,……怎么样？；……多少钱？；你打算买什么样子的？；你喜欢什么颜色的？；这个手机屏幕有点儿小，有没有大一点儿？；要是你买两件，每件350块，怎么样？；我要两件，一件白的，一件蓝的。,……怎么样？；……多少钱？；你打算买什么样子的？；你喜欢什么颜色的？；这个手机屏幕有点儿小，有没有大一点儿？；要是你买两件，每件350块，怎么样？；我要两件，一件白的，一件蓝的。,注意／有点儿与一点儿；参考式、重点句子,112,101,112;119,101;108,explicit_section_ocr_needs_manual,true,独立 PDF 语法审计草稿；参考句式／句型明确出现，仍需逐页人工核对。
boya-elementary-i:lesson-13:audit-grammar-004,boya-elementary-i:lesson-13,boya-elementary-i,初级起步篇 I,lesson-13,13,你打算买什么样子,形容词+一点儿,,Tính từ加一点儿 dùng để yêu cầu hay nói mức độ thêm một chút.,translated_subagent_draft,……怎么样？；……多少钱？；你打算买什么样子的？；你喜欢什么颜色的？；这个手机屏幕有点儿小，有没有大一点儿？；要是你买两件，每件350块，怎么样？；我要两件，一件白的，一件蓝的。,……怎么样？；……多少钱？；你打算买什么样子的？；你喜欢什么颜色的？；这个手机屏幕有点儿小，有没有大一点儿？；要是你买两件，每件350块，怎么样？；我要两件，一件白的，一件蓝的。,注意／有点儿与一点儿；参考式、重点句子,112,101,112;119,101;108,explicit_section_ocr_needs_manual,true,独立 PDF 语法审计草稿；参考句式／句型明确出现，仍需逐页人工核对。
boya-elementary-i:lesson-13:audit-grammar-005,boya-elementary-i:lesson-13,boya-elementary-i,初级起步篇 I,lesson-13,13,你打算买什么样子,有没有+N／A不A,,有没有加 danh từ hoặc dạng A不A dùng để hỏi có hay không hoặc có tính chất đó không.,translated_subagent_draft,……怎么样？；……多少钱？；你打算买什么样子的？；你喜欢什么颜色的？；这个手机屏幕有点儿小，有没有大一点儿？；要是你买两件，每件350块，怎么样？；我要两件，一件白的，一件蓝的。,……怎么样？；……多少钱？；你打算买什么样子的？；你喜欢什么颜色的？；这个手机屏幕有点儿小，有没有大一点儿？；要是你买两件，每件350块，怎么样？；我要两件，一件白的，一件蓝的。,注意／有点儿与一点儿；参考式、重点句子,112,101,112;119,101;108,explicit_section_ocr_needs_manual,true,独立 PDF 语法审计草稿；参考句式／句型明确出现，仍需逐页人工核对。
boya-elementary-i:lesson-13:audit-grammar-006,boya-elementary-i:lesson-13,boya-elementary-i,初级起步篇 I,lesson-13,13,你打算买什么样子,挺+形容词,,挺 đứng trước tính từ nghĩa là khá hoặc rất trong khẩu ngữ.,translated_subagent_draft,……怎么样？；……多少钱？；你打算买什么样子的？；你喜欢什么颜色的？；这个手机屏幕有点儿小，有没有大一点儿？；要是你买两件，每件350块，怎么样？；我要两件，一件白的，一件蓝的。,……怎么样？；……多少钱？；你打算买什么样子的？；你喜欢什么颜色的？；这个手机屏幕有点儿小，有没有大一点儿？；要是你买两件，每件350块，怎么样？；我要两件，一件白的，一件蓝的。,注意／有点儿与一点儿；参考式、重点句子,112,101,112;119,101;108,explicit_section_ocr_needs_manual,true,独立 PDF 语法审计草稿；参考句式／句型明确出现，仍需逐页人工核对。
boya-elementary-i:lesson-13:audit-grammar-007,boya-elementary-i:lesson-13,boya-elementary-i,初级起步篇 I,lesson-13,13,你打算买什么样子,要是……（条件）,,要是 mở đầu điều kiện giả định; vế sau nêu kết quả hoặc cách xử lý.,translated_subagent_draft,……怎么样？；……多少钱？；你打算买什么样子的？；你喜欢什么颜色的？；这个手机屏幕有点儿小，有没有大一点儿？；要是你买两件，每件350块，怎么样？；我要两件，一件白的，一件蓝的。,……怎么样？；……多少钱？；你打算买什么样子的？；你喜欢什么颜色的？；这个手机屏幕有点儿小，有没有大一点儿？；要是你买两件，每件350块，怎么样？；我要两件，一件白的，一件蓝的。,注意／有点儿与一点儿；参考式、重点句子,112,101,112;119,101;108,explicit_section_ocr_needs_manual,true,独立 PDF 语法审计草稿；参考句式／句型明确出现，仍需逐页人工核对。
boya-elementary-i:lesson-13:audit-grammar-008,boya-elementary-i:lesson-13,boya-elementary-i,初级起步篇 I,lesson-13,13,你打算买什么样子,每+量词,,每 đứng trước lượng từ để chỉ từng đơn vị trong một nhóm.,translated_subagent_draft,……怎么样？；……多少钱？；你打算买什么样子的？；你喜欢什么颜色的？；这个手机屏幕有点儿小，有没有大一点儿？；要是你买两件，每件350块，怎么样？；我要两件，一件白的，一件蓝的。,……怎么样？；……多少钱？；你打算买什么样子的？；你喜欢什么颜色的？；这个手机屏幕有点儿小，有没有大一点儿？；要是你买两件，每件350块，怎么样？；我要两件，一件白的，一件蓝的。,注意／有点儿与一点儿；参考式、重点句子,112,101,112;119,101;108,explicit_section_ocr_needs_manual,true,独立 PDF 语法审计草稿；参考句式／句型明确出现，仍需逐页人工核对。
boya-elementary-i:lesson-14:audit-grammar-001,boya-elementary-i:lesson-14,boya-elementary-i,初级起步篇 I,lesson-14,14,祝你生日快乐,祝+人+祝愿,,祝加 người加 lời chúc dùng để gửi lời chúc đến ai.,translated_subagent_draft,这是送给……；祝你生日快乐！；这是为你准备……；我打算先给爸爸妈妈打个电话，然后几个朋友一起吃饭。；那个饭店就在学校南门对面。；这是送给你生日礼物。；你们多吃一点儿。,这是送给……；祝你生日快乐！；这是为你准备……；我打算先给爸爸妈妈打个电话，然后几个朋友一起吃饭。；那个饭店就在学校南门对面。；这是送给你生日礼物。；你们多吃一点儿。,参考句式；重点句子,128,117,128;129,117;118,explicit_section_ocr_needs_manual,true,独立 PDF 语法审计草稿；参考句式／句型明确出现，仍需逐页人工核对。
boya-elementary-i:lesson-14:audit-grammar-002,boya-elementary-i:lesson-14,boya-elementary-i,初级起步篇 I,lesson-14,14,祝你生日快乐,打算+怎么+V,,打算怎么加 động từ dùng để hỏi dự định làm việc gì bằng cách nào.,translated_subagent_draft,这是送给……；祝你生日快乐！；这是为你准备……；我打算先给爸爸妈妈打个电话，然后几个朋友一起吃饭。；那个饭店就在学校南门对面。；这是送给你生日礼物。；你们多吃一点儿。,这是送给……；祝你生日快乐！；这是为你准备……；我打算先给爸爸妈妈打个电话，然后几个朋友一起吃饭。；那个饭店就在学校南门对面。；这是送给你生日礼物。；你们多吃一点儿。,参考句式；重点句子,128,117,128;129,117;118,explicit_section_ocr_needs_manual,true,独立 PDF 语法审计草稿；参考句式／句型明确出现，仍需逐页人工核对。
boya-elementary-i:lesson-14:audit-grammar-003,boya-elementary-i:lesson-14,boya-elementary-i,初级起步篇 I,lesson-14,14,祝你生日快乐,先……然后……,,先…然后… sắp xếp thứ tự hành động: làm việc đầu tiên rồi đến việc tiếp theo.,translated_subagent_draft,这是送给……；祝你生日快乐！；这是为你准备……；我打算先给爸爸妈妈打个电话，然后几个朋友一起吃饭。；那个饭店就在学校南门对面。；这是送给你生日礼物。；你们多吃一点儿。,这是送给……；祝你生日快乐！；这是为你准备……；我打算先给爸爸妈妈打个电话，然后几个朋友一起吃饭。；那个饭店就在学校南门对面。；这是送给你生日礼物。；你们多吃一点儿。,参考句式；重点句子,128,117,128;129,117;118,explicit_section_ocr_needs_manual,true,独立 PDF 语法审计草稿；参考句式／句型明确出现，仍需逐页人工核对。
boya-elementary-i:lesson-14:audit-grammar-004,boya-elementary-i:lesson-14,boya-elementary-i,初级起步篇 I,lesson-14,14,祝你生日快乐,给+人+打电话,,给加 người加打电话 nghĩa là gọi điện cho ai.,translated_subagent_draft,这是送给……；祝你生日快乐！；这是为你准备……；我打算先给爸爸妈妈打个电话，然后几个朋友一起吃饭。；那个饭店就在学校南门对面。；这是送给你生日礼物。；你们多吃一点儿。,这是送给……；祝你生日快乐！；这是为你准备……；我打算先给爸爸妈妈打个电话，然后几个朋友一起吃饭。；那个饭店就在学校南门对面。；这是送给你生日礼物。；你们多吃一点儿。,参考句式；重点句子,128,117,128;129,117;118,explicit_section_ocr_needs_manual,true,独立 PDF 语法审计草稿；参考句式／句型明确出现，仍需逐页人工核对。
boya-elementary-i:lesson-14:audit-grammar-005,boya-elementary-i:lesson-14,boya-elementary-i,初级起步篇 I,lesson-14,14,祝你生日快乐,在+地点+对面,,在加 địa điểm加对面 diễn tả vị trí đối diện với một nơi.,translated_subagent_draft,这是送给……；祝你生日快乐！；这是为你准备……；我打算先给爸爸妈妈打个电话，然后几个朋友一起吃饭。；那个饭店就在学校南门对面。；这是送给你生日礼物。；你们多吃一点儿。,这是送给……；祝你生日快乐！；这是为你准备……；我打算先给爸爸妈妈打个电话，然后几个朋友一起吃饭。；那个饭店就在学校南门对面。；这是送给你生日礼物。；你们多吃一点儿。,参考句式；重点句子,128,117,128;129,117;118,explicit_section_ocr_needs_manual,true,独立 PDF 语法审计草稿；参考句式／句型明确出现，仍需逐页人工核对。
boya-elementary-i:lesson-14:audit-grammar-006,boya-elementary-i:lesson-14,boya-elementary-i,初级起步篇 I,lesson-14,14,祝你生日快乐,送给+人,,送给加 người dùng để nói tặng một món quà cho ai.,translated_subagent_draft,这是送给……；祝你生日快乐！；这是为你准备……；我打算先给爸爸妈妈打个电话，然后几个朋友一起吃饭。；那个饭店就在学校南门对面。；这是送给你生日礼物。；你们多吃一点儿。,这是送给……；祝你生日快乐！；这是为你准备……；我打算先给爸爸妈妈打个电话，然后几个朋友一起吃饭。；那个饭店就在学校南门对面。；这是送给你生日礼物。；你们多吃一点儿。,参考句式；重点句子,128,117,128;129,117;118,explicit_section_ocr_needs_manual,true,独立 PDF 语法审计草稿；参考句式／句型明确出现，仍需逐页人工核对。
boya-elementary-i:lesson-14:audit-grammar-007,boya-elementary-i:lesson-14,boya-elementary-i,初级起步篇 I,lesson-14,14,祝你生日快乐,为+人+准备,,为加 người加准备 diễn tả chuẩn bị điều gì vì hoặc cho ai.,translated_subagent_draft,这是送给……；祝你生日快乐！；这是为你准备……；我打算先给爸爸妈妈打个电话，然后几个朋友一起吃饭。；那个饭店就在学校南门对面。；这是送给你生日礼物。；你们多吃一点儿。,这是送给……；祝你生日快乐！；这是为你准备……；我打算先给爸爸妈妈打个电话，然后几个朋友一起吃饭。；那个饭店就在学校南门对面。；这是送给你生日礼物。；你们多吃一点儿。,参考句式；重点句子,128,117,128;129,117;118,explicit_section_ocr_needs_manual,true,独立 PDF 语法审计草稿；参考句式／句型明确出现，仍需逐页人工核对。
boya-elementary-i:lesson-14:audit-grammar-008,boya-elementary-i:lesson-14,boya-elementary-i,初级起步篇 I,lesson-14,14,祝你生日快乐,多+V+一点儿,,多加 động từ加一点儿 nghĩa là làm thêm một chút hoặc làm nhiều hơn một chút.,translated_subagent_draft,这是送给……；祝你生日快乐！；这是为你准备……；我打算先给爸爸妈妈打个电话，然后几个朋友一起吃饭。；那个饭店就在学校南门对面。；这是送给你生日礼物。；你们多吃一点儿。,这是送给……；祝你生日快乐！；这是为你准备……；我打算先给爸爸妈妈打个电话，然后几个朋友一起吃饭。；那个饭店就在学校南门对面。；这是送给你生日礼物。；你们多吃一点儿。,参考句式；重点句子,128,117,128;129,117;118,explicit_section_ocr_needs_manual,true,独立 PDF 语法审计草稿；参考句式／句型明确出现，仍需逐页人工核对。
boya-elementary-i:lesson-14:audit-grammar-009,boya-elementary-i:lesson-14,boya-elementary-i,初级起步篇 I,lesson-14,14,祝你生日快乐,听你的,,听你的 nghĩa là làm theo ý hoặc lời khuyên của bạn.,translated_subagent_draft,这是送给……；祝你生日快乐！；这是为你准备……；我打算先给爸爸妈妈打个电话，然后几个朋友一起吃饭。；那个饭店就在学校南门对面。；这是送给你生日礼物。；你们多吃一点儿。,这是送给……；祝你生日快乐！；这是为你准备……；我打算先给爸爸妈妈打个电话，然后几个朋友一起吃饭。；那个饭店就在学校南门对面。；这是送给你生日礼物。；你们多吃一点儿。,参考句式；重点句子,128,117,128;129,117;118,explicit_section_ocr_needs_manual,true,独立 PDF 语法审计草稿；参考句式／句型明确出现，仍需逐页人工核对。
