textbook_id,volume,source_pdf_page,source_section,item_order,example_sentence_ocr,example_sentence_zh,source_status
boya-elementary-ii,初级起步篇 II,82,常用句子,6,大熊猫胖胖，真可爱。,大熊猫胖胖，真可爱。,ocr_sentence_extracted_needs_review
boya-elementary-ii,初级起步篇 II,82,常用句子,7,该吃午饭了，咱们在附近买点儿吃吧。,该吃午饭了，咱们在附近买点儿吃吧。,ocr_sentence_extracted_needs_review
boya-elementary-ii,初级起步篇 II,82,常用句子,8,那儿离这儿不远，走路十分钟就到了。,那儿离这儿不远，走路十分钟就到了。,ocr_sentence_extracted_needs_review
boya-elementary-ii,初级起步篇 II,92,常用句子,1,昨天籃球比赛怎么样？,昨天籃球比赛怎么样？,ocr_sentence_extracted_needs_review
boya-elementary-ii,初级起步篇 II,92,常用句子,2,别提了，我起晚了，比赛迟到了。,别提了，我起晚了，比赛迟到了。,ocr_sentence_extracted_needs_review
boya-elementary-ii,初级起步篇 II,92,常用句子,3,我拿起闹钟一看，都九点半了。,我拿起闹钟一看，都九点半了。,ocr_sentence_extracted_needs_review
boya-elementary-ii,初级起步篇 II,92,常用句子,4,我挤不上去公共汽车，只好急忙打出租车了。,我挤不上去公共汽车，只好急忙打出租车了。,ocr_sentence_extracted_needs_review
boya-elementary-ii,初级起步篇 II,92,常用句子,5,两个厉害的队一起比赛，一定很精彩。,两个厉害的队一起比赛，一定很精彩。,ocr_sentence_extracted_needs_review
boya-elementary-ii,初级起步篇 II,92,常用句子,6,真可惜，这次没看到你们比赛。,真可惜，这次没看到你们比赛。,ocr_sentence_extracted_needs_review
boya-elementary-ii,初级起步篇 II,92,常用句子,7,决赛时候来给我们加油吧！,决赛时候来给我们加油吧！,ocr_sentence_extracted_needs_review
boya-elementary-ii,初级起步篇 II,92,常用句子,8,我们好不容易才赢了这场比赛，给了你一个惊喜吧？,我们好不容易才赢了这场比赛，给了你一个惊喜吧？,ocr_sentence_extracted_needs_review
boya-elementary-ii,初级起步篇 II,101,常用句子,1,我不小心摔倒了，眼镜也一下子摔坏了。,我不小心摔倒了，眼镜也一下子摔坏了。,ocr_sentence_extracted_needs_review
boya-elementary-ii,初级起步篇 II,101,常用句子,2,我眼睛近视，没戴眼镜，看不清楚。,我眼睛近视，没戴眼镜，看不清楚。,ocr_sentence_extracted_needs_review
boya-elementary-ii,初级起步篇 II,101,常用句子,3,张红跟我打招呼，我没理她。,张红跟我打招呼，我没理她。,ocr_sentence_extracted_needs_review
boya-elementary-ii,初级起步篇 II,101,常用句子,4,上课时我发现自己忘了带笔。,上课时我发现自己忘了带笔。,ocr_sentence_extracted_needs_review
boya-elementary-ii,初级起步篇 II,101,常用句子,5,老师说得太快，我写不下来。,老师说得太快，我写不下来。,ocr_sentence_extracted_needs_review
boya-elementary-ii,初级起步篇 II,101,常用句子,6,我看不清楚黑板上的字。,我看不清楚黑板上的字。,ocr_sentence_extracted_needs_review
boya-elementary-ii,初级起步篇 II,101,常用句子,7,我好像忘了带饭卡。,我好像忘了带饭卡。,ocr_sentence_extracted_needs_review
boya-elementary-ii,初级起步篇 II,101,常用句子,8,坐公交车没有零钱，怎么办？,坐公交车没有零钱，怎么办？,ocr_sentence_extracted_needs_review
boya-elementary-ii,初级起步篇 II,101,常用句子,9,今天真是糟糕一天！,今天真是糟糕一天！,ocr_sentence_extracted_needs_review
boya-elementary-ii,初级起步篇 II,111,常用句子,1,我家墙上贴着很多旅行时照的照片。,我家墙上贴着很多旅行时照的照片。,ocr_sentence_extracted_needs_review
boya-elementary-ii,初级起步篇 II,111,常用句子,2,我记不清楚了，可能是2018年去那儿。,我记不清楚了，可能是2018年去那儿。,ocr_sentence_extracted_needs_review
boya-elementary-ii,初级起步篇 II,111,常用句子,3,那儿蓝天白云，阳光灿烂，真漂亮！,那儿蓝天白云，阳光灿烂，真漂亮！,ocr_sentence_extracted_needs_review
boya-elementary-ii,初级起步篇 II,111,常用句子,4,那儿的人很热情，好吃的东西又多，所以我很喜欢那儿。,那儿的人很热情，好吃的东西又多，所以我很喜欢那儿。,ocr_sentence_extracted_needs_review
boya-elementary-ii,初级起步篇 II,111,常用句子,5,我在旅行中交了几个新朋友。,我在旅行中交了几个新朋友。,ocr_sentence_extracted_needs_review
boya-elementary-ii,初级起步篇 II,111,常用句子,6,我一边说，一边做动作，服务员才明白我要“水饺”。,我一边说，一边做动作，服务员才明白我要“水饺”。,ocr_sentence_extracted_needs_review
boya-elementary-ii,初级起步篇 II,111,常用句子,7,我找不到宾馆了，急得我在路上走来走去。,我找不到宾馆了，急得我在路上走来走去。,ocr_sentence_extracted_needs_review
boya-elementary-ii,初级起步篇 II,111,常用句子,8,这个时候，我看见一个人走过来，她帮助了我。,这个时候，我看见一个人走过来，她帮助了我。,ocr_sentence_extracted_needs_review
boya-elementary-ii,初级起步篇 II,111,常用句子,9,我真幸运！,我真幸运！,ocr_sentence_extracted_needs_review
boya-elementary-ii,初级起步篇 II,122,常用句子,1,我教你做一个家常菜。,我教你做一个家常菜。,ocr_sentence_extracted_needs_review
boya-elementary-ii,初级起步篇 II,122,常用句子,2,难不难，一做就知道了。,难不难，一做就知道了。,ocr_sentence_extracted_needs_review
boya-elementary-ii,初级起步篇 II,122,常用句子,3,做这个菜需要什么？,做这个菜需要什么？,ocr_sentence_extracted_needs_review
boya-elementary-ii,初级起步篇 II,122,常用句子,4,去超市买些土豆吧。,去超市买些土豆吧。,ocr_sentence_extracted_needs_review
boya-elementary-ii,初级起步篇 II,122,常用句子,5,我买的土豆又新鲜又不贵。,我买的土豆又新鲜又不贵。,ocr_sentence_extracted_needs_review
boya-elementary-ii,初级起步篇 II,122,常用句子,6,把土豆去皮，切成丝。,把土豆去皮，切成丝。,ocr_sentence_extracted_needs_review
boya-elementary-ii,初级起步篇 II,122,常用句子,7,把火点着，把锅放在火上。,把火点着，把锅放在火上。,ocr_sentence_extracted_needs_review
boya-elementary-ii,初级起步篇 II,122,常用句子,8,先放土豆丝，再放辣椒丝，最后加点儿盐。,先放土豆丝，再放辣椒丝，最后加点儿盐。,ocr_sentence_extracted_needs_review
boya-elementary-ii,初级起步篇 II,122,常用句子,9,再炒一会儿就熟了。,再炒一会儿就熟了。,ocr_sentence_extracted_needs_review
boya-elementary-ii,初级起步篇 II,122,常用句子,10,说起来容易，做起来难。,说起来容易，做起来难。,ocr_sentence_extracted_needs_review
boya-elementary-ii,初级起步篇 II,132,常用句子,1,你要搬到哪儿？,你要搬到哪儿？,ocr_sentence_extracted_needs_review
boya-elementary-ii,初级起步篇 II,132,常用句子,2,需要我帮你收拾东西吗？,需要我帮你收拾东西吗？,ocr_sentence_extracted_needs_review
boya-elementary-ii,初级起步篇 II,132,常用句子,3,我按纸箱子上的号码放东西。,我按纸箱子上的号码放东西。,ocr_sentence_extracted_needs_review
boya-elementary-ii,初级起步篇 II,132,常用句子,4,如果一个纸稍子放不下，可以放在另一个稍子里。,如果一个纸稍子放不下，可以放在另一个稍子里。,ocr_sentence_extracted_needs_review
boya-elementary-ii,初级起步篇 II,132,常用句子,5,搬家公司帮我把这些东西搬走。,搬家公司帮我把这些东西搬走。,ocr_sentence_extracted_needs_review
boya-elementary-ii,初级起步篇 II,132,常用句子,6,这个稍子怎么这么重？,这个稍子怎么这么重？,ocr_sentence_extracted_needs_review
boya-elementary-ii,初级起步篇 II,132,常用句子,7,房子西边有个超市。,房子西边有个超市。,ocr_sentence_extracted_needs_review
boya-elementary-ii,初级起步篇 II,132,常用句子,8,离学校东门不远有个小公园，那里很安静。,离学校东门不远有个小公园，那里很安静。,ocr_sentence_extracted_needs_review
boya-elementary-ii,初级起步篇 II,132,常用句子,9,我可以一边散步一边练习中文。,我可以一边散步一边练习中文。,ocr_sentence_extracted_needs_review
boya-elementary-ii,初级起步篇 II,132,常用句子,10,这儿条件真不错！,这儿条件真不错！,ocr_sentence_extracted_needs_review
boya-elementary-ii,初级起步篇 II,141,常用句子,1,你看起来很累。,你看起来很累。,ocr_sentence_extracted_needs_review
boya-elementary-ii,初级起步篇 II,141,常用句子,2,我成绩不太好，只得了80.5分。,我成绩不太好，只得了80.5分。,ocr_sentence_extracted_needs_review
boya-elementary-ii,初级起步篇 II,141,常用句子,3,听力我只听懂了三分之一。,听力我只听懂了三分之一。,ocr_sentence_extracted_needs_review
boya-elementary-ii,初级起步篇 II,141,常用句子,4,我考试的时候太紧张了，什么都想不起来。,我考试的时候太紧张了，什么都想不起来。,ocr_sentence_extracted_needs_review
boya-elementary-ii,初级起步篇 II,141,常用句子,5,我紧张得连“你好”都说不出来。,我紧张得连“你好”都说不出来。,ocr_sentence_extracted_needs_review
boya-elementary-ii,初级起步篇 II,141,常用句子,6,越紧张，越不知道该怎么说。,越紧张，越不知道该怎么说。,ocr_sentence_extracted_needs_review
boya-elementary-ii,初级起步篇 II,150,常用句子,1,我的理想是当一个歌手。,我的理想是当一个歌手。,ocr_sentence_extracted_needs_review
boya-elementary-ii,初级起步篇 II,150,常用句子,2,我专门学过唱歌，但后来觉得太麻烦了，就没坚持下来。,我专门学过唱歌，但后来觉得太麻烦了，就没坚持下来。,ocr_sentence_extracted_needs_review
boya-elementary-ii,初级起步篇 II,160,常用句子,1,我经常在一家咖啡厅里复习。,我经常在一家咖啡厅里复习。,ocr_sentence_extracted_needs_review
boya-elementary-ii,初级起步篇 II,160,常用句子,2,咖啡厅门口立着一个大牌子。,咖啡厅门口立着一个大牌子。,ocr_sentence_extracted_needs_review
boya-elementary-ii,初级起步篇 II,160,常用句子,3,这个咖啡厅的环境真不错。,这个咖啡厅的环境真不错。,ocr_sentence_extracted_needs_review
boya-elementary-ii,初级起步篇 II,160,常用句子,4,这儿音乐让人很放松。,这儿音乐让人很放松。,ocr_sentence_extracted_needs_review
boya-elementary-ii,初级起步篇 II,160,常用句子,5,用手机扫一扫桌子上贴着的图片。,用手机扫一扫桌子上贴着的图片。,ocr_sentence_extracted_needs_review
boya-elementary-ii,初级起步篇 II,160,常用句子,6,这儿咖啡不但种类多，而且味道好。,这儿咖啡不但种类多，而且味道好。,ocr_sentence_extracted_needs_review
boya-elementary-ii,初级起步篇 II,160,常用句子,7,用手机买单可以便宜百分之五。,用手机买单可以便宜百分之五。,ocr_sentence_extracted_needs_review
boya-elementary-ii,初级起步篇 II,160,常用句子,8,我去取咖啡。,我去取咖啡。,ocr_sentence_extracted_needs_review
boya-elementary-ii,初级起步篇 II,160,常用句子,9,把糖放在盘子里一起拿过来好吗？,把糖放在盘子里一起拿过来好吗？,ocr_sentence_extracted_needs_review
boya-elementary-ii,初级起步篇 II,160,常用句子,10,现在的生活真是越来越方便了。,现在的生活真是越来越方便了。,ocr_sentence_extracted_needs_review
boya-elementary-ii,初级起步篇 II,167,常用句子,1,你也来参加聚会了？,你也来参加聚会了？,ocr_sentence_extracted_needs_review
boya-elementary-ii,初级起步篇 II,167,常用句子,2,我一回到母校，就会有一种熟悉的感觉。,我一回到母校，就会有一种熟悉的感觉。,ocr_sentence_extracted_needs_review
boya-elementary-ii,初级起步篇 II,167,常用句子,3,我经常回忆上大学时生活。,我经常回忆上大学时生活。,ocr_sentence_extracted_needs_review
boya-elementary-ii,初级起步篇 II,167,常用句子,4,那时候日子真快乐！,那时候日子真快乐！,ocr_sentence_extracted_needs_review
boya-elementary-ii,初级起步篇 II,167,常用句子,5,图书馆还是原来的样子。,图书馆还是原来的样子。,ocr_sentence_extracted_needs_review
boya-elementary-ii,初级起步篇 II,167,常用句子,6,我记得那时我经常一边喝咖啡，一边看书。,我记得那时我经常一边喝咖啡，一边看书。,ocr_sentence_extracted_needs_review
boya-elementary-ii,初级起步篇 II,167,常用句子,7,你现在还像上大学的时候那样每天晚上跑步吗？,你现在还像上大学的时候那样每天晚上跑步吗？,ocr_sentence_extracted_needs_review
boya-elementary-ii,初级起步篇 II,167,常用句子,8,你负责安排一个大的聚会吧！,你负责安排一个大的聚会吧！,ocr_sentence_extracted_needs_review
boya-elementary-ii,初级起步篇 II,167,常用句子,9,我们可以早点儿在网上讨论聚会计划。,我们可以早点儿在网上讨论聚会计划。,ocr_sentence_extracted_needs_review
boya-elementary-ii,初级起步篇 II,167,常用句子,10,我有点儿担心大家见面后会觉得有些陌生。,我有点儿担心大家见面后会觉得有些陌生。,ocr_sentence_extracted_needs_review
boya-elementary-ii,初级起步篇 II,167,常用句子,11,别担心，大家会找到共同话题。,别担心，大家会找到共同话题。,ocr_sentence_extracted_needs_review
boya-elementary-ii,初级起步篇 II,177,常用句子,1,黄金周马上就要到了。,黄金周马上就要到了。,ocr_sentence_extracted_needs_review
boya-elementary-ii,初级起步篇 II,177,常用句子,2,这么难得的假期，我可得痛快地玩儿一下儿。,这么难得的假期，我可得痛快地玩儿一下儿。,ocr_sentence_extracted_needs_review
boya-elementary-ii,初级起步篇 II,177,常用句子,3,从十月一号到十月七号，连着放七天假。,从十月一号到十月七号，连着放七天假。,ocr_sentence_extracted_needs_review
boya-elementary-ii,初级起步篇 II,177,常用句子,4,我打算把所有的省玩儿个遍。,我打算把所有的省玩儿个遍。,ocr_sentence_extracted_needs_review
boya-elementary-ii,初级起步篇 II,177,常用句子,5,时间恐怕不够你一个省一个省地看。,时间恐怕不够你一个省一个省地看。,ocr_sentence_extracted_needs_review
boya-elementary-ii,初级起步篇 II,177,常用句子,6,我们一起制订计划吧！,我们一起制订计划吧！,ocr_sentence_extracted_needs_review
boya-elementary-ii,初级起步篇 II,177,常用句子,7,去西安可以了解很多中国文化。,去西安可以了解很多中国文化。,ocr_sentence_extracted_needs_review
boya-elementary-ii,初级起步篇 II,177,常用句子,8,去山东不错，一方面，离北京不太远；另一方面，那里很好玩儿。,去山东不错，一方面，离北京不太远；另一方面，那里很好玩儿。,ocr_sentence_extracted_needs_review
boya-elementary-ii,初级起步篇 II,177,常用句子,9,我们可以在泰山待三天。,我们可以在泰山待三天。,ocr_sentence_extracted_needs_review
boya-elementary-ii,初级起步篇 II,177,常用句子,10,多么完美计划啊！,多么完美计划啊！,ocr_sentence_extracted_needs_review
boya-elementary-ii,初级起步篇 II,187,常用句子,1,我想去咖啡厅打工。,我想去咖啡厅打工。,ocr_sentence_extracted_needs_review
boya-elementary-ii,初级起步篇 II,187,常用句子,2,要是想做好这个工作，非学习几年不可。,要是想做好这个工作，非学习几年不可。,ocr_sentence_extracted_needs_review
boya-elementary-ii,初级起步篇 II,187,常用句子,3,虽然需要很长时间，但是我有信心成功。,虽然需要很长时间，但是我有信心成功。,ocr_sentence_extracted_needs_review
boya-elementary-ii,初级起步篇 II,187,常用句子,4,我从来没做过这样工作。,我从来没做过这样工作。,ocr_sentence_extracted_needs_review
boya-elementary-ii,初级起步篇 II,187,常用句子,5,你学东西快得很。,你学东西快得很。,ocr_sentence_extracted_needs_review
boya-elementary-ii,初级起步篇 II,187,常用句子,6,你应该在简历上写上姓名、毕业学校、专业和你的优点。,你应该在简历上写上姓名、毕业学校、专业和你的优点。,ocr_sentence_extracted_needs_review
boya-elementary-ii,初级起步篇 II,187,常用句子,7,面试的时候，会被问一些问题。,面试的时候，会被问一些问题。,ocr_sentence_extracted_needs_review
boya-elementary-ii,初级起步篇 II,187,常用句子,8,面试时你最好表现出真正的自己。,面试时你最好表现出真正的自己。,ocr_sentence_extracted_needs_review
boya-elementary-ii,初级起步篇 II,187,常用句子,9,饭要一口一口地吃，事要一件一件地做。,饭要一口一口地吃，事要一件一件地做。,ocr_sentence_extracted_needs_review
boya-elementary-ii,初级起步篇 II,187,常用句子,10,对我来说，同时做好两件事情太难了。,对我来说，同时做好两件事情太难了。,ocr_sentence_extracted_needs_review
boya-elementary-ii,初级起步篇 II,187,常用句子,11,只要我愿意花时间，我就可以做好。,只要我愿意花时间，我就可以做好。,ocr_sentence_extracted_needs_review
