grammar_id,lesson_key,textbook_id,volume,lesson_id,lesson_number,lesson_title,pattern,function_zh,meaning_vi,meaning_vi_status,example_sentence_zh,source_section,source_pdf_page,source_printed_page,source_status,source_notes
boya-elementary-ii:lesson-08:grammar-026,boya-elementary-ii:lesson-08,boya-elementary-ii,初级起步篇 II,lesson-08,8,一场篮球比赛,好不容易（才）,,,missing_translation,昨天籃球比赛怎么样？；别提了，我起晚了，比赛迟到了。；我拿起闹钟一看，都九点半了。；我挤不上去公共汽车，只好急忙打出租车了。；两个厉害的队一起比赛，一定很精彩。；真可惜，这次没看到你们比赛。；决赛时候来给我们加油吧！；我们好不容易才赢了这场比赛，给了你一个惊喜吧？,参考句式/参考句型,92,81,ocr_pattern_extracted_needs_review,出版社活动页列出的参考句式；需人工核对 OCR 与补充越南文说明。
boya-elementary-ii:lesson-08:grammar-027,boya-elementary-ii:lesson-08,boya-elementary-ii,初级起步篇 II,lesson-08,8,一场篮球比赛,只好,,,missing_translation,昨天籃球比赛怎么样？；别提了，我起晚了，比赛迟到了。；我拿起闹钟一看，都九点半了。；我挤不上去公共汽车，只好急忙打出租车了。；两个厉害的队一起比赛，一定很精彩。；真可惜，这次没看到你们比赛。；决赛时候来给我们加油吧！；我们好不容易才赢了这场比赛，给了你一个惊喜吧？,参考句式/参考句型,92,81,ocr_pattern_extracted_needs_review,出版社活动页列出的参考句式；需人工核对 OCR 与补充越南文说明。
boya-elementary-ii:lesson-10:grammar-028,boya-elementary-ii:lesson-10,boya-elementary-ii,初级起步篇 II,lesson-10,10,你的旅行怎么样,V+着,,,missing_translation,我家墙上贴着很多旅行时照的照片。；我记不清楚了，可能是2018年去那儿。；那儿蓝天白云，阳光灿烂，真漂亮！；那儿的人很热情，好吃的东西又多，所以我很喜欢那儿。；我在旅行中交了几个新朋友。；我一边说，一边做动作，服务员才明白我要“水饺”。；我找不到宾馆了，急得我在路上走来走去。；这个时候，我看见一个人走过来，她帮助了我。；我真幸运！,参考句式/参考句型,111,100,ocr_pattern_extracted_needs_review,出版社活动页列出的参考句式；需人工核对 OCR 与补充越南文说明。
boya-elementary-ii:lesson-10:grammar-029,boya-elementary-ii:lesson-10,boya-elementary-ii,初级起步篇 II,lesson-10,10,你的旅行怎么样,找不到,,,missing_translation,我家墙上贴着很多旅行时照的照片。；我记不清楚了，可能是2018年去那儿。；那儿蓝天白云，阳光灿烂，真漂亮！；那儿的人很热情，好吃的东西又多，所以我很喜欢那儿。；我在旅行中交了几个新朋友。；我一边说，一边做动作，服务员才明白我要“水饺”。；我找不到宾馆了，急得我在路上走来走去。；这个时候，我看见一个人走过来，她帮助了我。；我真幸运！,参考句式/参考句型,111,100,ocr_pattern_extracted_needs_review,出版社活动页列出的参考句式；需人工核对 OCR 与补充越南文说明。
boya-elementary-ii:lesson-10:grammar-030,boya-elementary-ii:lesson-10,boya-elementary-ii,初级起步篇 II,lesson-10,10,你的旅行怎么样,听不懂,,,missing_translation,我家墙上贴着很多旅行时照的照片。；我记不清楚了，可能是2018年去那儿。；那儿蓝天白云，阳光灿烂，真漂亮！；那儿的人很热情，好吃的东西又多，所以我很喜欢那儿。；我在旅行中交了几个新朋友。；我一边说，一边做动作，服务员才明白我要“水饺”。；我找不到宾馆了，急得我在路上走来走去。；这个时候，我看见一个人走过来，她帮助了我。；我真幸运！,参考句式/参考句型,111,100,ocr_pattern_extracted_needs_review,出版社活动页列出的参考句式；需人工核对 OCR 与补充越南文说明。
boya-elementary-ii:lesson-10:grammar-031,boya-elementary-ii:lesson-10,boya-elementary-ii,初级起步篇 II,lesson-10,10,你的旅行怎么样,一边……一边……,,,missing_translation,我家墙上贴着很多旅行时照的照片。；我记不清楚了，可能是2018年去那儿。；那儿蓝天白云，阳光灿烂，真漂亮！；那儿的人很热情，好吃的东西又多，所以我很喜欢那儿。；我在旅行中交了几个新朋友。；我一边说，一边做动作，服务员才明白我要“水饺”。；我找不到宾馆了，急得我在路上走来走去。；这个时候，我看见一个人走过来，她帮助了我。；我真幸运！,参考句式/参考句型,111,100,ocr_pattern_extracted_needs_review,出版社活动页列出的参考句式；需人工核对 OCR 与补充越南文说明。
boya-elementary-ii:lesson-10:grammar-032,boya-elementary-ii:lesson-10,boya-elementary-ii,初级起步篇 II,lesson-10,10,你的旅行怎么样,记不清楚,,,missing_translation,我家墙上贴着很多旅行时照的照片。；我记不清楚了，可能是2018年去那儿。；那儿蓝天白云，阳光灿烂，真漂亮！；那儿的人很热情，好吃的东西又多，所以我很喜欢那儿。；我在旅行中交了几个新朋友。；我一边说，一边做动作，服务员才明白我要“水饺”。；我找不到宾馆了，急得我在路上走来走去。；这个时候，我看见一个人走过来，她帮助了我。；我真幸运！,参考句式/参考句型,111,100,ocr_pattern_extracted_needs_review,出版社活动页列出的参考句式；需人工核对 OCR 与补充越南文说明。
boya-elementary-ii:lesson-10:grammar-033,boya-elementary-ii:lesson-10,boya-elementary-ii,初级起步篇 II,lesson-10,10,你的旅行怎么样,往……走,,,missing_translation,我家墙上贴着很多旅行时照的照片。；我记不清楚了，可能是2018年去那儿。；那儿蓝天白云，阳光灿烂，真漂亮！；那儿的人很热情，好吃的东西又多，所以我很喜欢那儿。；我在旅行中交了几个新朋友。；我一边说，一边做动作，服务员才明白我要“水饺”。；我找不到宾馆了，急得我在路上走来走去。；这个时候，我看见一个人走过来，她帮助了我。；我真幸运！,参考句式/参考句型,111,100,ocr_pattern_extracted_needs_review,出版社活动页列出的参考句式；需人工核对 OCR 与补充越南文说明。
boya-elementary-ii:lesson-10:grammar-034,boya-elementary-ii:lesson-10,boya-elementary-ii,初级起步篇 II,lesson-10,10,你的旅行怎么样,（往）……拐,,,missing_translation,我家墙上贴着很多旅行时照的照片。；我记不清楚了，可能是2018年去那儿。；那儿蓝天白云，阳光灿烂，真漂亮！；那儿的人很热情，好吃的东西又多，所以我很喜欢那儿。；我在旅行中交了几个新朋友。；我一边说，一边做动作，服务员才明白我要“水饺”。；我找不到宾馆了，急得我在路上走来走去。；这个时候，我看见一个人走过来，她帮助了我。；我真幸运！,参考句式/参考句型,111,100,ocr_pattern_extracted_needs_review,出版社活动页列出的参考句式；需人工核对 OCR 与补充越南文说明。
boya-elementary-ii:lesson-11:grammar-035,boya-elementary-ii:lesson-11,boya-elementary-ii,初级起步篇 II,lesson-11,11,做一个家常菜,V起来,,,missing_translation,,参考句式/参考句型,121,110,ocr_pattern_extracted_needs_review,出版社活动页列出的参考句式；需人工核对 OCR 与补充越南文说明。
boya-elementary-ii:lesson-11:grammar-036,boya-elementary-ii:lesson-11,boya-elementary-ii,初级起步篇 II,lesson-11,11,做一个家常菜,先……再,,,missing_translation,,参考句式/参考句型,121,110,ocr_pattern_extracted_needs_review,出版社活动页列出的参考句式；需人工核对 OCR 与补充越南文说明。
boya-elementary-ii:lesson-11:grammar-037,boya-elementary-ii:lesson-11,boya-elementary-ii,初级起步篇 II,lesson-11,11,做一个家常菜,……最后……,,,missing_translation,,参考句式/参考句型,121,110,ocr_pattern_extracted_needs_review,出版社活动页列出的参考句式；需人工核对 OCR 与补充越南文说明。
boya-elementary-ii:lesson-11:grammar-038,boya-elementary-ii:lesson-11,boya-elementary-ii,初级起步篇 II,lesson-11,11,做一个家常菜,又……又……,,,missing_translation,,参考句式/参考句型,121,110,ocr_pattern_extracted_needs_review,出版社活动页列出的参考句式；需人工核对 OCR 与补充越南文说明。
boya-elementary-ii:lesson-12:grammar-039,boya-elementary-ii:lesson-12,boya-elementary-ii,初级起步篇 II,lesson-12,12,搬进学校的宿舍,又……又……,,,missing_translation,,参考句式/参考句型,131,120,ocr_pattern_extracted_needs_review,出版社活动页列出的参考句式；需人工核对 OCR 与补充越南文说明。
boya-elementary-ii:lesson-12:grammar-040,boya-elementary-ii:lesson-12,boya-elementary-ii,初级起步篇 II,lesson-12,12,搬进学校的宿舍,一边……一边,,,missing_translation,,参考句式/参考句型,131,120,ocr_pattern_extracted_needs_review,出版社活动页列出的参考句式；需人工核对 OCR 与补充越南文说明。
boya-elementary-ii:lesson-12:grammar-041,boya-elementary-ii:lesson-12,boya-elementary-ii,初级起步篇 II,lesson-12,12,搬进学校的宿舍,看起来……,,,missing_translation,,参考句式/参考句型,131,120,ocr_pattern_extracted_needs_review,出版社活动页列出的参考句式；需人工核对 OCR 与补充越南文说明。
boya-elementary-ii:lesson-13:grammar-042,boya-elementary-ii:lesson-13,boya-elementary-ii,初级起步篇 II,lesson-13,13,我叫“不紧张”,V+不出来,,,missing_translation,你看起来很累。；我成绩不太好，只得了80.5分。；听力我只听懂了三分之一。；我考试的时候太紧张了，什么都想不起来。；我紧张得连“你好”都说不出来。；越紧张，越不知道该怎么说。,参考句式/参考句型,141,130,ocr_pattern_extracted_needs_review,出版社活动页列出的参考句式；需人工核对 OCR 与补充越南文说明。
boya-elementary-ii:lesson-13:grammar-043,boya-elementary-ii:lesson-13,boya-elementary-ii,初级起步篇 II,lesson-13,13,我叫“不紧张”,连……都……,,,missing_translation,你看起来很累。；我成绩不太好，只得了80.5分。；听力我只听懂了三分之一。；我考试的时候太紧张了，什么都想不起来。；我紧张得连“你好”都说不出来。；越紧张，越不知道该怎么说。,参考句式/参考句型,141,130,ocr_pattern_extracted_needs_review,出版社活动页列出的参考句式；需人工核对 OCR 与补充越南文说明。
boya-elementary-ii:lesson-13:grammar-044,boya-elementary-ii:lesson-13,boya-elementary-ii,初级起步篇 II,lesson-13,13,我叫“不紧张”,adj.+得……,,,missing_translation,你看起来很累。；我成绩不太好，只得了80.5分。；听力我只听懂了三分之一。；我考试的时候太紧张了，什么都想不起来。；我紧张得连“你好”都说不出来。；越紧张，越不知道该怎么说。,参考句式/参考句型,141,130,ocr_pattern_extracted_needs_review,出版社活动页列出的参考句式；需人工核对 OCR 与补充越南文说明。
boya-elementary-ii:lesson-13:grammar-045,boya-elementary-ii:lesson-13,boya-elementary-ii,初级起步篇 II,lesson-13,13,我叫“不紧张”,不管……都……,,,missing_translation,你看起来很累。；我成绩不太好，只得了80.5分。；听力我只听懂了三分之一。；我考试的时候太紧张了，什么都想不起来。；我紧张得连“你好”都说不出来。；越紧张，越不知道该怎么说。,参考句式/参考句型,141,130,ocr_pattern_extracted_needs_review,出版社活动页列出的参考句式；需人工核对 OCR 与补充越南文说明。
boya-elementary-ii:lesson-14:grammar-046,boya-elementary-ii:lesson-14,boya-elementary-ii,初级起步篇 II,lesson-14,14,实现理想,其实……,,,missing_translation,我的理想是当一个歌手。；我专门学过唱歌，但后来觉得太麻烦了，就没坚持下来。,参考句式/参考句型,150,139,ocr_pattern_extracted_needs_review,出版社活动页列出的参考句式；需人工核对 OCR 与补充越南文说明。
boya-elementary-ii:lesson-14:grammar-047,boya-elementary-ii:lesson-14,boya-elementary-ii,初级起步篇 II,lesson-14,14,实现理想,V下来,,,missing_translation,我的理想是当一个歌手。；我专门学过唱歌，但后来觉得太麻烦了，就没坚持下来。,参考句式/参考句型,150,139,ocr_pattern_extracted_needs_review,出版社活动页列出的参考句式；需人工核对 OCR 与补充越南文说明。
boya-elementary-ii:lesson-14:grammar-048,boya-elementary-ii:lesson-14,boya-elementary-ii,初级起步篇 II,lesson-14,14,实现理想,为了……,,,missing_translation,我的理想是当一个歌手。；我专门学过唱歌，但后来觉得太麻烦了，就没坚持下来。,参考句式/参考句型,150,139,ocr_pattern_extracted_needs_review,出版社活动页列出的参考句式；需人工核对 OCR 与补充越南文说明。
boya-elementary-ii:lesson-15:grammar-049,boya-elementary-ii:lesson-15,boya-elementary-ii,初级起步篇 II,lesson-15,15,我喜欢的咖啡厅,不但……而且……,,,missing_translation,我经常在一家咖啡厅里复习。；咖啡厅门口立着一个大牌子。；这个咖啡厅的环境真不错。；这儿音乐让人很放松。；用手机扫一扫桌子上贴着的图片。；这儿咖啡不但种类多，而且味道好。；用手机买单可以便宜百分之五。；我去取咖啡。；把糖放在盘子里一起拿过来好吗？；现在的生活真是越来越方便了。,参考句式/参考句型,160,149,ocr_pattern_extracted_needs_review,出版社活动页列出的参考句式；需人工核对 OCR 与补充越南文说明。
boya-elementary-ii:lesson-15:grammar-050,boya-elementary-ii:lesson-15,boya-elementary-ii,初级起步篇 II,lesson-15,15,我喜欢的咖啡厅,又……又……,,,missing_translation,我经常在一家咖啡厅里复习。；咖啡厅门口立着一个大牌子。；这个咖啡厅的环境真不错。；这儿音乐让人很放松。；用手机扫一扫桌子上贴着的图片。；这儿咖啡不但种类多，而且味道好。；用手机买单可以便宜百分之五。；我去取咖啡。；把糖放在盘子里一起拿过来好吗？；现在的生活真是越来越方便了。,参考句式/参考句型,160,149,ocr_pattern_extracted_needs_review,出版社活动页列出的参考句式；需人工核对 OCR 与补充越南文说明。
boya-elementary-ii:lesson-15:grammar-051,boya-elementary-ii:lesson-15,boya-elementary-ii,初级起步篇 II,lesson-15,15,我喜欢的咖啡厅,越来越……,,,missing_translation,我经常在一家咖啡厅里复习。；咖啡厅门口立着一个大牌子。；这个咖啡厅的环境真不错。；这儿音乐让人很放松。；用手机扫一扫桌子上贴着的图片。；这儿咖啡不但种类多，而且味道好。；用手机买单可以便宜百分之五。；我去取咖啡。；把糖放在盘子里一起拿过来好吗？；现在的生活真是越来越方便了。,参考句式/参考句型,160,149,ocr_pattern_extracted_needs_review,出版社活动页列出的参考句式；需人工核对 OCR 与补充越南文说明。
boya-elementary-ii:lesson-15:grammar-052,boya-elementary-ii:lesson-15,boya-elementary-ii,初级起步篇 II,lesson-15,15,我喜欢的咖啡厅,V+一下儿,,,missing_translation,我经常在一家咖啡厅里复习。；咖啡厅门口立着一个大牌子。；这个咖啡厅的环境真不错。；这儿音乐让人很放松。；用手机扫一扫桌子上贴着的图片。；这儿咖啡不但种类多，而且味道好。；用手机买单可以便宜百分之五。；我去取咖啡。；把糖放在盘子里一起拿过来好吗？；现在的生活真是越来越方便了。,参考句式/参考句型,160,149,ocr_pattern_extracted_needs_review,出版社活动页列出的参考句式；需人工核对 OCR 与补充越南文说明。
boya-elementary-ii:lesson-15:grammar-053,boya-elementary-ii:lesson-15,boya-elementary-ii,初级起步篇 II,lesson-15,15,我喜欢的咖啡厅,V+看,,,missing_translation,我经常在一家咖啡厅里复习。；咖啡厅门口立着一个大牌子。；这个咖啡厅的环境真不错。；这儿音乐让人很放松。；用手机扫一扫桌子上贴着的图片。；这儿咖啡不但种类多，而且味道好。；用手机买单可以便宜百分之五。；我去取咖啡。；把糖放在盘子里一起拿过来好吗？；现在的生活真是越来越方便了。,参考句式/参考句型,160,149,ocr_pattern_extracted_needs_review,出版社活动页列出的参考句式；需人工核对 OCR 与补充越南文说明。
boya-elementary-ii:lesson-15:grammar-054,boya-elementary-ii:lesson-15,boya-elementary-ii,初级起步篇 II,lesson-15,15,我喜欢的咖啡厅,……就可以了,,,missing_translation,我经常在一家咖啡厅里复习。；咖啡厅门口立着一个大牌子。；这个咖啡厅的环境真不错。；这儿音乐让人很放松。；用手机扫一扫桌子上贴着的图片。；这儿咖啡不但种类多，而且味道好。；用手机买单可以便宜百分之五。；我去取咖啡。；把糖放在盘子里一起拿过来好吗？；现在的生活真是越来越方便了。,参考句式/参考句型,160,149,ocr_pattern_extracted_needs_review,出版社活动页列出的参考句式；需人工核对 OCR 与补充越南文说明。
boya-elementary-ii:lesson-15:grammar-055,boya-elementary-ii:lesson-15,boya-elementary-ii,初级起步篇 II,lesson-15,15,我喜欢的咖啡厅,如果……就……,,,missing_translation,我经常在一家咖啡厅里复习。；咖啡厅门口立着一个大牌子。；这个咖啡厅的环境真不错。；这儿音乐让人很放松。；用手机扫一扫桌子上贴着的图片。；这儿咖啡不但种类多，而且味道好。；用手机买单可以便宜百分之五。；我去取咖啡。；把糖放在盘子里一起拿过来好吗？；现在的生活真是越来越方便了。,参考句式/参考句型,160,149,ocr_pattern_extracted_needs_review,出版社活动页列出的参考句式；需人工核对 OCR 与补充越南文说明。
boya-elementary-ii:lesson-15:grammar-056,boya-elementary-ii:lesson-15,boya-elementary-ii,初级起步篇 II,lesson-15,15,我喜欢的咖啡厅,只要……就……,,,missing_translation,我经常在一家咖啡厅里复习。；咖啡厅门口立着一个大牌子。；这个咖啡厅的环境真不错。；这儿音乐让人很放松。；用手机扫一扫桌子上贴着的图片。；这儿咖啡不但种类多，而且味道好。；用手机买单可以便宜百分之五。；我去取咖啡。；把糖放在盘子里一起拿过来好吗？；现在的生活真是越来越方便了。,参考句式/参考句型,160,149,ocr_pattern_extracted_needs_review,出版社活动页列出的参考句式；需人工核对 OCR 与补充越南文说明。
boya-elementary-ii:lesson-16:grammar-057,boya-elementary-ii:lesson-16,boya-elementary-ii,初级起步篇 II,lesson-16,16,母校聚会,除了……以外,,,missing_translation,,参考句式/参考句型,166,157,ocr_pattern_extracted_needs_review,出版社活动页列出的参考句式；需人工核对 OCR 与补充越南文说明。
boya-elementary-ii:lesson-16:grammar-058,boya-elementary-ii:lesson-16,boya-elementary-ii,初级起步篇 II,lesson-16,16,母校聚会,一……就……,,,missing_translation,,参考句式/参考句型,166,157,ocr_pattern_extracted_needs_review,出版社活动页列出的参考句式；需人工核对 OCR 与补充越南文说明。
boya-elementary-ii:lesson-16:grammar-059,boya-elementary-ii:lesson-16,boya-elementary-ii,初级起步篇 II,lesson-16,16,母校聚会,一边……一边……,,,missing_translation,,参考句式/参考句型,166,157,ocr_pattern_extracted_needs_review,出版社活动页列出的参考句式；需人工核对 OCR 与补充越南文说明。
boya-elementary-ii:lesson-16:grammar-060,boya-elementary-ii:lesson-16,boya-elementary-ii,初级起步篇 II,lesson-16,16,母校聚会,别+V,,,missing_translation,,参考句式/参考句型,166,157,ocr_pattern_extracted_needs_review,出版社活动页列出的参考句式；需人工核对 OCR 与补充越南文说明。
boya-elementary-ii:lesson-16:grammar-061,boya-elementary-ii:lesson-16,boya-elementary-ii,初级起步篇 II,lesson-16,16,母校聚会,真是太……了,,,missing_translation,,参考句式/参考句型,166,157,ocr_pattern_extracted_needs_review,出版社活动页列出的参考句式；需人工核对 OCR 与补充越南文说明。
boya-elementary-ii:lesson-17:grammar-062,boya-elementary-ii:lesson-17,boya-elementary-ii,初级起步篇 II,lesson-17,17,我的假期,连着+V,,,missing_translation,,参考句式/参考句型,176,167,ocr_pattern_extracted_needs_review,出版社活动页列出的参考句式；需人工核对 OCR 与补充越南文说明。
boya-elementary-ii:lesson-17:grammar-063,boya-elementary-ii:lesson-17,boya-elementary-ii,初级起步篇 II,lesson-17,17,我的假期,V+一下儿,,,missing_translation,,参考句式/参考句型,176,167,ocr_pattern_extracted_needs_review,出版社活动页列出的参考句式；需人工核对 OCR 与补充越南文说明。
boya-elementary-ii:lesson-17:grammar-064,boya-elementary-ii:lesson-17,boya-elementary-ii,初级起步篇 II,lesson-17,17,我的假期,把……玩儿个遍,,,missing_translation,,参考句式/参考句型,176,167,ocr_pattern_extracted_needs_review,出版社活动页列出的参考句式；需人工核对 OCR 与补充越南文说明。
boya-elementary-ii:lesson-17:grammar-065,boya-elementary-ii:lesson-17,boya-elementary-ii,初级起步篇 II,lesson-17,17,我的假期,地+V,,,missing_translation,,参考句式/参考句型,176,167,ocr_pattern_extracted_needs_review,出版社活动页列出的参考句式；需人工核对 OCR 与补充越南文说明。
boya-elementary-ii:lesson-17:grammar-066,boya-elementary-ii:lesson-17,boya-elementary-ii,初级起步篇 II,lesson-17,17,我的假期,一方面……另一方面……,,,missing_translation,,参考句式/参考句型,176,167,ocr_pattern_extracted_needs_review,出版社活动页列出的参考句式；需人工核对 OCR 与补充越南文说明。
