lesson,mode,slide,final_title,project_title,title_match,final_text_chars,project_text_chars,text_match,final_upper_right_page,project_upper_right_page,page_marker_match
04,在线预习,37,短文一：记录练习,短文一：记录练习,true,71,71,false,37,36,false
04,在线预习,38,,,true,16,16,false,38,37,false
04,在线预习,39,,,true,80,78,false,39,38,false
04,在线预习,40,,,true,73,73,false,40,39,false
04,在线预习,41,,,true,86,86,false,41,40,false
04,在线预习,42,,,true,85,85,false,42,41,false
04,在线预习,43,,,true,88,84,false,43,42,false
04,在线预习,44,,,true,58,58,false,44,43,false
04,在线预习,45,,,true,83,83,false,45,43,false
04,在线预习,46,,,true,19,19,false,46,44,false
04,在线预习,47,学习内容,学习内容,true,100,100,false,47,45,false
04,在线预习,48,短文二：记录练习,短文二：记录练习,true,70,70,false,48,46,false
04,在线预习,49,,,true,16,16,false,49,47,false
04,在线预习,50,,,true,97,96,false,50,48,false
04,在线预习,51,,,true,102,102,false,51,49,false
04,在线预习,52,,,true,88,88,false,52,50,false
04,在线预习,53,,,true,81,81,false,53,51,false
04,在线预习,54,,,true,78,79,false,54,52,false
04,在线预习,55,,,true,19,19,false,55,53,false
04,在线预习,56,在中国学汉语和在本国学汉语的异同,在中国学汉语和在本国学汉语的异同,true,112,112,false,56,54,false
04,在线预习,57,短文三：记录练习,短文三：记录练习,true,69,69,false,57,55,false
04,在线预习,58,,,true,16,16,false,58,56,false
04,在线预习,59,,,true,96,94,false,59,57,false
04,在线预习,60,,,true,83,83,false,60,58,false
04,在线预习,61,,,true,101,101,false,61,59,false
04,在线预习,62,,,true,37,35,false,62,60,false
04,在线预习,63,,,true,93,91,false,63,60,false
04,在线预习,64,,,true,102,100,false,64,61,false
04,在线预习,65,,,true,82,82,false,65,62,false
04,在线预习,66,,,true,24,24,false,66,62,false
04,在线预习,67,,,true,78,78,false,67,62,false
04,在线预习,68,,,true,89,87,false,68,63,false
04,在线预习,69,,,true,108,104,false,69,64,false
04,在线预习,70,,,true,18,18,false,70,66,false
04,在线预习,71,请你根据听过的三段短文填表。,请你根据听过的三段短文填表。,true,97,97,false,71,67,false
04,在线预习,72,我的个人介绍,我的个人介绍,true,134,134,false,72,68,false
04,在线预习,73,我觉得很难的地方,我觉得很难的地方,true,62,62,false,73,69,false
04,在线预习,74,课前检查,课前检查,true,185,185,false,74,70,false
04,在线预习,75,,,true,25,25,false,75,71,false
04,实体课,1,,,true,24,24,true,01,01,true
04,实体课,2,今天的学习路线,今天的学习路线,true,21,21,true,02,02,true
04,实体课,3,,,true,111,111,true,03,03,true
04,实体课,4,先想一想,先想一想,true,46,56,false,04,04,true
04,实体课,5,,,true,18,18,true,05,05,true
04,实体课,6,听力练习,听力练习,true,53,63,false,06,06,true
04,实体课,7,听力练习,听力练习,true,57,57,true,07,07,true
04,实体课,8,听力练习,听力练习,true,53,53,true,08,08,true
04,实体课,9,请你说说,请你说说,true,33,33,true,09,09,true
04,实体课,10,请你说说,请你说说,true,30,30,false,10,09,false
04,实体课,11,,,true,19,19,false,11,15,false
04,实体课,12,听力练习,听力练习,true,57,57,false,12,16,false
04,实体课,13,听力练习,听力练习,true,73,73,false,13,17,false
04,实体课,14,,,true,18,18,false,14,19,false
04,实体课,15,介绍朴大宇,介绍朴大宇,true,47,47,false,15,20,false
04,实体课,16,短文（一）,短文（一）,true,42,42,false,16,21,false
04,实体课,17,,,true,18,18,false,17,22,false
04,实体课,18,常用词语和表达,常用词语和表达,true,43,43,false,18,23,false
04,实体课,19,常用词语和表达,常用词语和表达,true,43,43,false,19,24,false
04,实体课,20,常用词语和表达,常用词语和表达,true,51,51,false,20,25,false
04,实体课,21,常用词语和表达,常用词语和表达,true,43,43,false,21,26,false
04,实体课,22,常用词语和表达,常用词语和表达,true,43,43,false,22,27,false
04,实体课,23,常用词语和表达,常用词语和表达,true,49,49,false,23,28,false
04,实体课,24,请你说说,请你说说,true,46,46,false,24,29,false
04,实体课,25,,,true,19,19,false,25,30,false
04,实体课,26,听力练习,听力练习,true,60,60,false,26,31,false
04,实体课,27,听力练习,听力练习,true,119,119,false,27,32,false
04,实体课,28,,,true,18,18,false,28,34,false
04,实体课,29,介绍短文,介绍短文,true,48,48,false,29,35,false
04,实体课,30,短文（二）,短文（二）,true,45,45,false,30,36,false
04,实体课,31,,,true,18,18,false,31,37,false
04,实体课,32,常用词语和表达,常用词语和表达,true,43,43,false,32,38,false
04,实体课,33,常用词语和表达,常用词语和表达,true,48,48,false,33,39,false
04,实体课,34,常用词语和表达,常用词语和表达,true,43,43,false,34,40,false
04,实体课,35,常用词语和表达,常用词语和表达,true,43,43,false,35,41,false
04,实体课,36,常用词语和表达,常用词语和表达,true,43,43,false,36,42,false
04,实体课,37,请你说说,请你说说,true,64,64,false,37,43,false
04,实体课,38,,,true,19,19,false,38,44,false
04,实体课,39,听力练习,听力练习,true,60,60,false,39,45,false
04,实体课,40,听力练习,听力练习,true,101,101,false,40,46,false
04,实体课,41,,,true,18,18,false,41,48,false
04,实体课,42,介绍短文,介绍短文,true,49,49,false,42,49,false
04,实体课,43,短文（三）,短文（三）,true,45,45,false,43,50,false
04,实体课,44,,,true,18,18,false,44,51,false
04,实体课,45,常用词语和表达,常用词语和表达,true,50,50,false,45,52,false
04,实体课,46,常用词语和表达,常用词语和表达,true,43,43,false,46,53,false
04,实体课,47,常用词语和表达,常用词语和表达,true,45,45,false,47,54,false
04,实体课,48,常用词语和表达,常用词语和表达,true,46,46,false,48,55,false
04,实体课,49,常用词语和表达,常用词语和表达,true,48,48,false,49,56,false
04,实体课,50,常用词语和表达,常用词语和表达,true,45,45,false,50,57,false
04,实体课,51,常用词语和表达,常用词语和表达,true,46,46,false,51,57,false
04,实体课,52,常用词语和表达,常用词语和表达,true,55,55,false,52,59,false
04,实体课,53,请你说说,请你说说,true,60,60,false,53,60,false
04,实体课,54,,,true,18,18,false,54,61,false
04,实体课,55,请你介绍朴大宇,请你介绍朴大宇,true,70,70,false,55,62,false
04,实体课,56,根据课本，回答问题,根据课本，回答问题,true,103,103,false,56,63,false
04,实体课,57,请你说说,请你说说,true,182,182,false,57,64,false
05,在线预习,1,,,true,24,24,true,01,01,true
05,在线预习,2,学习流程图,学习流程图,true,19,19,true,02,02,true
05,在线预习,3,,,true,124,124,true,03,03,true
05,在线预习,4,,,true,35,35,true,04,04,true
05,在线预习,5,合唱,合唱,true,104,117,false,05,05,true
05,在线预习,6,迷,迷,true,128,129,false,06,06,true
05,在线预习,7,吹,吹,true,104,104,true,07,07,true
05,在线预习,8,笛子,笛子,true,90,95,false,08,08,true
05,在线预习,9,乐器,乐器,true,94,94,true,09,09,true
05,在线预习,10,请你说说它们的中文并造句,请你说说它们的中文并造句,true,46,46,true,10,10,true
05,在线预习,11,享受,享受,true,107,107,true,11,11,true
05,在线预习,12,火,火,true,145,143,false,12,12,true
05,在线预习,13,有神,有神,true,108,119,false,13,13,true
05,在线预习,14,从小,从小,true,95,95,true,14,14,true
05,在线预习,15,积极,积极,true,129,129,false,15,15,true
05,在线预习,16,请你说说它们的中文并造句,请你说说它们的中文并造句,true,47,47,true,16,16,true
05,在线预习,17,深奥,深奥,true,114,115,false,17,17,true
05,在线预习,18,中等,中等,true,114,114,true,18,18,true
05,在线预习,19,个子,个子,true,125,124,false,19,19,true
05,在线预习,20,欣赏,欣赏,true,117,120,false,20,20,true
05,在线预习,21,民族,民族,true,98,98,true,21,21,true
05,在线预习,22,请你说说它们的中文并造句,请你说说它们的中文并造句,true,48,48,true,22,22,true
05,在线预习,23,鼓励,鼓励,true,133,148,false,23,23,true
05,在线预习,24,耐心,耐心,true,104,104,true,24,24,true
05,在线预习,25,亲切,亲切,true,112,112,true,25,25,true
05,在线预习,26,理论,理论,true,105,105,true,26,26,true
05,在线预习,27,影响,影响,true,114,139,false,27,27,true
05,在线预习,28,请你说说它们的中文并造句,请你说说它们的中文并造句,true,48,48,true,28,28,true
05,在线预习,29,古典,古典,true,102,102,true,29,29,true
05,在线预习,30,着迷,着迷,true,148,149,false,30,30,true
05,在线预习,31,乐曲,乐曲,true,99,110,false,31,31,true
05,在线预习,32,感情,感情,true,105,105,true,32,32,true
05,在线预习,33,,,true,18,18,true,33,33,true
05,在线预习,34,《茉莉花》,《茉莉花》,true,124,124,true,34,34,true
05,在线预习,35,《康定情歌》,《康定情歌》,true,147,147,true,35,35,true
05,在线预习,36,,,true,21,21,true,36,36,true
05,在线预习,37,,,true,19,19,true,37,37,true
05,在线预习,38,我从小就喜欢唱歌,我从小就喜欢唱歌,true,101,101,true,38,38,true
05,在线预习,39,短文一：记录练习,短文一：记录练习,true,70,70,true,39,39,true
05,在线预习,40,,,true,18,18,true,40,40,true
05,在线预习,41,,,true,79,79,true,41,41,true
05,在线预习,42,,,true,87,87,true,42,42,true
05,在线预习,43,,,true,97,97,true,43,43,true
05,在线预习,44,,,true,93,93,true,44,44,true
05,在线预习,45,,,true,104,104,true,45,45,true
05,在线预习,46,,,true,94,94,true,46,46,true
05,在线预习,47,,,true,19,19,true,47,47,true
05,在线预习,48,老师上课教什么,老师上课教什么,true,103,103,true,48,48,true
05,在线预习,49,短文二：记录练习,短文二：记录练习,true,69,69,true,49,49,true
05,在线预习,50,,,true,18,18,true,50,50,true
05,在线预习,51,,,true,25,25,true,51,51,true
05,在线预习,52,,,true,25,25,false,52,51,false
05,在线预习,53,,,true,89,89,false,53,51,false
05,在线预习,54,,,true,79,79,false,54,52,false
05,在线预习,55,,,true,72,72,false,55,53,false
05,在线预习,56,,,true,20,20,false,56,53,false
05,在线预习,57,,,true,22,22,false,57,53,false
05,在线预习,58,,,true,82,82,false,58,53,false
05,在线预习,59,,,true,81,81,false,59,54,false
05,在线预习,60,,,true,90,90,false,60,55,false
05,在线预习,61,,,true,84,84,false,61,56,false
05,在线预习,62,,,true,19,19,false,62,57,false
05,在线预习,63,老师讲课的风格,老师讲课的风格,true,100,100,false,63,58,false
05,在线预习,64,短文三：记录练习,短文三：记录练习,true,76,76,false,64,59,false
05,在线预习,65,,,true,18,18,false,65,60,false
05,在线预习,66,,,true,93,94,false,66,61,false
05,在线预习,67,,,true,99,99,false,67,62,false
05,在线预习,68,,,true,98,98,false,68,63,false
05,在线预习,69,,,true,101,101,false,69,64,false
05,在线预习,70,我和音乐,我和音乐,true,62,62,false,70,65,false
05,在线预习,71,,,true,18,18,false,71,66,false
05,在线预习,72,请你根据听过的三段短文填表。,请你根据听过的三段短文填表。,true,92,92,false,72,67,false
05,在线预习,73,介绍我喜欢的一个人,介绍我喜欢的一个人,true,103,103,false,73,68,false
05,在线预习,74,我觉得很难的地方,我觉得很难的地方,true,62,62,false,74,69,false
05,在线预习,75,课前检查,课前检查,true,188,188,false,75,70,false
05,在线预习,76,,,true,25,25,false,76,71,false
05,实体课,1,,,true,24,24,true,01,01,true
05,实体课,2,今天的学习路线,今天的学习路线,true,21,21,true,02,02,true
05,实体课,3,,,true,124,124,true,03,03,true
05,实体课,4,先想一想,先想一想,true,56,56,true,04,04,true
05,实体课,5,,,true,18,18,true,05,05,true
05,实体课,6,听力练习,听力练习,true,53,53,true,06,06,true
05,实体课,7,听力练习,听力练习,true,57,57,true,07,07,true
05,实体课,8,听力练习,听力练习,true,53,53,true,08,08,true
05,实体课,9,请你说说,请你说说,true,32,32,true,09,09,true
05,实体课,10,请你说说,请你说说,true,34,34,true,10,10,true
05,实体课,11,请你说说,请你说说,true,26,26,true,11,11,true
05,实体课,12,,,true,19,19,false,12,15,false
05,实体课,13,听力练习,听力练习,true,57,57,false,13,16,false
05,实体课,14,听力练习,听力练习,true,98,98,false,14,17,false
05,实体课,15,,,true,18,18,false,15,19,false
05,实体课,16,介绍他的音乐生活,介绍他的音乐生活,true,49,49,false,16,20,false
05,实体课,17,短文（一）,短文（一）,true,42,42,false,17,21,false
05,实体课,18,,,true,18,18,false,18,22,false
05,实体课,19,常用词语和表达,常用词语和表达,true,46,46,false,19,23,false
05,实体课,20,常用词语和表达,常用词语和表达,true,50,50,false,20,24,false
05,实体课,21,常用词语和表达,常用词语和表达,true,45,45,false,21,25,false
05,实体课,22,常用词语和表达,常用词语和表达,true,46,46,false,22,26,false
05,实体课,23,常用词语和表达,常用词语和表达,true,49,49,false,23,27,false
05,实体课,24,常用词语和表达,常用词语和表达,true,47,47,false,24,28,false
05,实体课,25,请你说说,请你说说,true,45,45,false,25,29,false
05,实体课,26,,,true,19,19,false,26,30,false
05,实体课,27,听力练习,听力练习,true,60,60,false,27,31,false
05,实体课,28,听力练习,听力练习,true,100,100,false,28,32,false
05,实体课,29,,,true,18,18,false,29,34,false
05,实体课,30,请你说说,请你说说,true,56,56,false,30,35,false
05,实体课,31,短文（二）,短文（二）,true,45,45,false,31,36,false
05,实体课,32,,,true,18,18,false,32,37,false
05,实体课,33,常用词语和表达,常用词语和表达,true,46,46,false,33,38,false
05,实体课,34,常用词语和表达,常用词语和表达,true,48,48,false,34,39,false
05,实体课,35,常用词语和表达,常用词语和表达,true,44,44,false,35,40,false
05,实体课,36,常用词语和表达,常用词语和表达,true,48,48,false,36,41,false
05,实体课,37,常用词语和表达,常用词语和表达,true,46,46,false,37,42,false
05,实体课,38,常用词语和表达,常用词语和表达,true,44,44,false,38,43,false
05,实体课,39,请你说说,请你说说,true,49,49,false,39,44,false
05,实体课,40,,,true,19,19,false,40,45,false
05,实体课,41,听力练习,听力练习,true,57,57,false,41,46,false
05,实体课,42,听力练习,听力练习,true,104,104,false,42,47,false
05,实体课,43,,,true,18,18,false,43,49,false
05,实体课,44,介绍李老师教的音乐,介绍李老师教的音乐,true,53,53,false,44,50,false
05,实体课,45,短文（三）,短文（三）,true,42,42,false,45,51,false
05,实体课,46,,,true,18,18,false,46,52,false
05,实体课,47,常用词语和表达,常用词语和表达,true,48,48,false,47,53,false
05,实体课,48,常用词语和表达,常用词语和表达,true,48,48,false,48,54,false
05,实体课,49,常用词语和表达,常用词语和表达,true,48,48,false,49,55,false
05,实体课,50,常用词语和表达,常用词语和表达,true,47,47,false,50,56,false
05,实体课,51,请你说说,请你说说,true,50,50,false,51,57,false
05,实体课,52,,,true,18,18,false,52,58,false
05,实体课,53,请介绍“我”和音乐老师,请介绍“我”和音乐老师,true,47,47,false,53,59,false
05,实体课,54,根据本课内容，回答问题,根据本课内容，回答问题,true,112,112,false,54,60,false
05,实体课,55,请你说说,请你说说,true,178,178,false,55,61,false
06,在线预习,1,,,true,34,34,true,01,01,true
06,在线预习,2,学习流程图,学习流程图,true,24,24,true,02,02,true
06,在线预习,3,,,true,122,122,true,03,03,true
06,在线预习,4,,,true,40,40,true,04,04,true
06,在线预习,5,钢琴,钢琴,true,107,107,true,05,05,true
06,在线预习,6,合唱节,合唱节,true,124,124,true,06,06,true
06,在线预习,7,话剧,话剧,true,104,119,false,07,07,true
06,在线预习,8,交响乐,交响乐,true,127,127,true,08,08,true
06,在线预习,9,住院,住院,true,125,119,false,09,09,true
06,在线预习,10,请你说说它们的中文并造句,请你说说它们的中文并造句,true,55,55,true,10,10,true
06,在线预习,11,弹,弹,true,141,123,false,11,11,true
06,在线预习,12,翻译,翻译,true,112,112,true,12,12,true
06,在线预习,13,硕士,硕士,true,108,105,false,13,13,true
06,在线预习,14,正式,正式,true,128,128,false,14,14,true
06,在线预习,15,语速,语速,true,129,127,false,15,15,true
06,在线预习,16,请你说说它们的中文并造句,请你说说它们的中文并造句,true,52,52,true,16,16,true
06,在线预习,17,代替,代替,true,102,112,false,17,17,true
06,在线预习,18,代替,代替,true,72,71,false,18,18,true
06,在线预习,19,充实,充实,true,133,142,false,19,19,true
06,在线预习,20,忙碌,忙碌,true,120,129,false,20,20,true
06,在线预习,21,排练,排练,true,131,131,true,21,21,true
06,在线预习,22,业余,业余,true,127,136,false,22,22,true
06,在线预习,23,请你说说它们的中文并造句,请你说说它们的中文并造句,true,53,53,true,23,23,true
06,在线预习,24,爱好,爱好,true,132,129,false,24,24,true
06,在线预习,25,研究生,研究生,true,119,119,true,25,25,true
06,在线预习,26,外向,外向,true,129,130,false,26,26,true
06,在线预习,27,乐观,乐观,true,110,110,true,27,27,true
06,在线预习,28,相当,相当,true,118,118,true,28,28,true
06,在线预习,29,相当,相当,true,103,95,false,29,29,true
06,在线预习,30,请你说说它们的中文并造句,请你说说它们的中文并造句,true,54,54,true,30,30,true
06,在线预习,31,梦想,梦想,true,110,110,true,31,31,true
06,在线预习,32,伟大,伟大,true,104,104,true,32,32,true
06,在线预习,33,作家,作家,true,105,105,true,33,33,true
06,在线预习,34,作品,作品,true,108,108,true,34,34,true
06,在线预习,35,发音,发音,true,101,115,false,35,35,true
06,在线预习,36,请你说说它们的中文并造句,请你说说它们的中文并造句,true,53,53,true,36,36,true
06,在线预习,37,,,true,26,26,true,37,37,true
06,在线预习,38,,,true,24,24,true,38,38,true
06,在线预习,39,大岛的业余爱好,大岛的业余爱好,true,108,108,true,39,39,true
06,在线预习,40,短文一：记录练习,短文一：记录练习,true,76,76,true,40,40,true
06,在线预习,41,,,true,23,23,true,41,41,true
06,在线预习,42,,,true,86,86,true,42,42,true
06,在线预习,43,,,true,28,28,true,43,43,true
06,在线预习,44,,,true,81,81,true,44,44,true
06,在线预习,45,,,true,99,99,true,45,45,true
06,在线预习,46,,,true,91,91,true,46,46,true
06,在线预习,47,,,true,24,24,true,47,47,true
06,在线预习,48,一次偶然事件让她进入了合唱团,一次偶然事件让她进入了合唱团,true,115,115,true,48,48,true
06,在线预习,49,短文二：记录练习,短文二：记录练习,true,79,79,true,49,49,true
06,在线预习,50,,,true,23,23,true,50,50,true
06,在线预习,51,,,true,80,80,true,51,51,true
06,在线预习,52,,,true,106,106,true,52,52,true
06,在线预习,53,,,true,105,105,true,53,53,true
06,在线预习,54,,,true,92,92,true,54,54,true
06,在线预习,55,,,true,24,24,true,55,55,true
06,在线预习,56,参加合唱团的得与失,参加合唱团的得与失,true,110,110,true,56,56,true
06,在线预习,57,短文三：记录练习,短文三：记录练习,true,81,81,true,57,57,true
06,在线预习,58,,,true,23,23,true,58,58,true
06,在线预习,59,,,true,45,45,true,59,59,true
06,在线预习,60,,,true,115,115,true,60,60,true
06,在线预习,61,,,true,62,62,true,61,61,true
06,在线预习,62,,,true,105,103,false,62,62,true
06,在线预习,63,,,true,101,101,true,63,63,true
06,在线预习,64,,,true,23,23,true,64,64,true
06,在线预习,65,请你根据听过的三段短文填表。,请你根据听过的三段短文填表。,true,92,92,true,65,65,true
06,在线预习,66,我的个人介绍,我的个人介绍,true,105,104,false,66,66,true
06,在线预习,67,我觉得很难的地方,我觉得很难的地方,true,67,67,true,67,67,true
06,在线预习,68,课前检查,课前检查,true,190,190,true,68,68,true
06,在线预习,69,,,true,30,30,true,69,69,true
06,实体课,1,,,true,34,34,true,01,01,true
06,实体课,2,今天的学习路线,今天的学习路线,true,26,26,true,02,02,true
06,实体课,3,,,true,122,122,true,03,03,true
06,实体课,4,先想一想,先想一想,true,64,62,false,04,04,true
06,实体课,5,,,true,23,23,true,05,05,true
06,实体课,6,听力练习,听力练习,true,58,58,true,06,06,true
06,实体课,7,听力练习,听力练习,true,56,56,true,07,07,true
06,实体课,8,听力练习,听力练习,true,56,56,true,08,08,true
06,实体课,9,请你说说,请你说说,true,37,37,true,09,09,true
06,实体课,10,请你说说,请你说说,true,32,32,true,10,10,true
06,实体课,11,请你说说,请你说说,true,39,39,true,11,11,true
06,实体课,12,,,true,24,24,true,12,12,true
06,实体课,13,听力练习,听力练习,true,65,65,true,13,13,true
06,实体课,14,听力练习,听力练习,true,110,110,true,14,14,true
06,实体课,15,,,true,23,23,true,15,15,true
06,实体课,16,介绍大岛的爱好,介绍大岛的爱好,true,50,50,true,16,16,true
06,实体课,17,短文（一）,短文（一）,true,50,50,true,17,17,true
06,实体课,18,,,true,23,23,true,18,18,true
06,实体课,19,常用词语和表达,常用词语和表达,true,48,48,true,19,19,true
06,实体课,20,常用词语和表达,常用词语和表达,true,48,48,true,20,20,true
06,实体课,21,常用词语和表达,常用词语和表达,true,52,52,true,21,21,true
06,实体课,22,常用词语和表达,常用词语和表达,true,52,52,true,22,22,true
06,实体课,23,,,true,24,24,true,23,23,true
06,实体课,24,听力练习,听力练习,true,65,65,true,24,24,true
06,实体课,25,听力练习,听力练习,true,104,104,true,25,25,true
06,实体课,26,,,true,23,23,true,26,26,true
06,实体课,27,为什么大岛参加合唱团？,为什么大岛参加合唱团？,true,57,57,true,27,27,true
06,实体课,28,短文（二）,短文（二）,true,50,50,true,28,28,true
06,实体课,29,,,true,23,23,true,29,29,true
06,实体课,30,常用词语和表达,常用词语和表达,true,52,52,true,30,30,true
06,实体课,31,常用词语和表达,常用词语和表达,true,56,56,true,31,31,true
06,实体课,32,常用词语和表达,常用词语和表达,true,56,56,true,32,32,true
06,实体课,33,常用词语和表达,常用词语和表达,true,57,57,true,33,33,true
06,实体课,34,请你说说,请你说说,true,64,64,true,34,34,true
06,实体课,35,,,true,24,24,true,35,35,true
06,实体课,36,听力练习,听力练习,true,62,62,true,36,36,true
06,实体课,37,听力练习,听力练习,true,103,103,true,37,37,true
06,实体课,38,,,true,23,23,true,38,38,true
06,实体课,39,有得必有失,有得必有失,true,50,50,true,39,39,true
06,实体课,40,短文（三）,短文（三）,true,50,50,true,40,40,true
06,实体课,41,,,true,23,23,true,41,41,true
06,实体课,42,常用词语和表达,常用词语和表达,true,65,65,true,42,42,true
06,实体课,43,常用词语和表达,常用词语和表达,true,57,57,true,43,43,true
06,实体课,44,常用词语和表达,常用词语和表达,true,66,66,true,44,44,true
06,实体课,45,常用词语和表达,常用词语和表达,true,55,55,true,45,45,true
06,实体课,46,请你说说,请你说说,true,63,63,true,46,46,true
06,实体课,47,,,true,23,23,true,47,47,true
06,实体课,48,,,true,79,79,true,48,48,true
06,实体课,49,根据本课内容，回答问题,根据本课内容，回答问题,true,125,123,false,49,49,true
06,实体课,50,请你说说,请你说说,true,181,181,true,50,50,true
