lesson_key,retrospective_not_generation_input,deck,deck_label,slide_number,slide_id,observed_layout,slide_title_and_visible_text,student_action_observed,speaker_notes_excerpt,textbook_printed_pages_observed,audio_track_observed,image_count,audio_relationship_count,materials_observed,source_refs,source_ref_status,qa_status
boya-quasi-intermediate-i:lesson-01,true,online,在线预习,52,L01-online-052,content-prompt,第一课 · 丽丽是独生女 | 52 | 如果……就…… | 教材 P6 | 如果……就…… | 情境：谈论家庭生活 | 例句：如果有空儿，我就给你打电话。 | 我的三句话 | 1. | 2. | 3.,,常用表达 如果……就……；每项完成三句个人造句。,6,,0,0,教材,00-source/source-extraction-draft.json#sections.common_expressions,direct,static_observed
boya-quasi-intermediate-i:lesson-01,true,online,在线预习,53,L01-online-053,content-prompt,第一课 · 丽丽是独生女 | 53 | 从……到…… | 教材 P8 | 从……到…… | 情境：谈论工作 | 例句：我从星期一到星期五上课。 | 我的三句话 | 1. | 2. | 3.,,常用表达 从……到……；每项完成三句个人造句。,8,,0,0,教材,00-source/source-extraction-draft.json#sections.common_expressions,direct,static_observed
boya-quasi-intermediate-i:lesson-01,true,online,在线预习,54,L01-online-054,section-divider,第一课 · 丽丽是独生女 | 54 | 为了 | 教材 P8 | 为了 | 情境：谈论工作 | 例句：为了进步，我每天练习。 | 我的三句话 | 1. | 2. | 3.,,常用表达 为了；每项完成三句个人造句。,8,,0,0,教材,00-source/source-extraction-draft.json#sections.common_expressions,direct,static_observed
boya-quasi-intermediate-i:lesson-01,true,online,在线预习,55,L01-online-055,content-prompt,第一课 · 丽丽是独生女 | 55 | 越来越 | 教材 P8 | 越来越 | 情境：谈论工作 | 例句：天气越来越热了。 | 我的三句话 | 1. | 2. | 3.,,常用表达 越来越；每项完成三句个人造句。,8,,0,0,教材,00-source/source-extraction-draft.json#sections.common_expressions,direct,static_observed
boya-quasi-intermediate-i:lesson-01,true,online,在线预习,56,L01-online-056,content-prompt,第一课 · 丽丽是独生女 | 56 | 受……欢迎 | 教材 P8 | 受……欢迎 | 情境：谈论工作 | 例句：这家店很受学生欢迎。 | 我的三句话 | 1. | 2. | 3.,,常用表达 受……欢迎；每项完成三句个人造句。,8,,0,0,教材,00-source/source-extraction-draft.json#sections.common_expressions,direct,static_observed
boya-quasi-intermediate-i:lesson-01,true,online,在线预习,57,L01-online-057,content-prompt,第一课 · 丽丽是独生女 | 57 | 对……满意 | 教材 P8 | 对……满意 | 情境：谈论工作 | 例句：客户对这个设计很满意。 | 我的三句话 | 1. | 2. | 3.,,常用表达 对……满意；每项完成三句个人造句。,8,,0,0,教材,00-source/source-extraction-draft.json#sections.common_expressions,direct,static_observed
boya-quasi-intermediate-i:lesson-01,true,online,在线预习,58,L01-online-058,content-prompt,第一课 · 丽丽是独生女 | 58 | 毕业／见面 | 教材 P9 | 毕业／见面 | 情境：谈论业余生活 | 例句：大学毕业以后，我们再见面。 | 我的三句话 | 1. | 2. | 3.,,常用表达 毕业／见面；每项完成三句个人造句。,9,,0,0,教材,00-source/source-extraction-draft.json#sections.common_expressions,direct,static_observed
boya-quasi-intermediate-i:lesson-01,true,online,在线预习,59,L01-online-059,content-prompt,第一课 · 丽丽是独生女 | 59 | 放假 | 教材 P9 | 放假 | 情境：谈论业余生活 | 例句：放假的时候，我喜欢旅行。 | 我的三句话 | 1. | 2. | 3.,,常用表达 放假；每项完成三句个人造句。,9,,0,0,教材,00-source/source-extraction-draft.json#sections.common_expressions,direct,static_observed
boya-quasi-intermediate-i:lesson-01,true,online,在线预习,60,L01-online-060,content-prompt,第一课 · 丽丽是独生女 | 60 | 不仅……而且…… | 教材 P9 | 不仅……而且…… | 情境：谈论业余生活 | 例句：自己做饭不仅好吃，而且卫生。 | 我的三句话 | 1. | 2. | 3.,,常用表达 不仅……而且……；每项完成三句个人造句。,9,,0,0,教材,00-source/source-extraction-draft.json#sections.common_expressions,direct,static_observed
boya-quasi-intermediate-i:lesson-01,true,online,在线预习,61,L01-online-061,content-prompt,第一课 · 丽丽是独生女 | 61 | 除了……还……／除了……也…… | 教材 P9 | 除了……还……／除了……也…… | 情境：谈论业余生活 | 例句：除了做饭，我还喜欢拍照片。 | 我的三句话 | 1. | 2. | 3.,,常用表达 除了……还……／除了……也……；每项完成三句个人造句。,9,,0,0,教材,00-source/source-extraction-draft.json#sections.common_expressions,direct,static_observed
boya-quasi-intermediate-i:lesson-01,true,online,在线预习,62,L01-online-062,content-prompt,第一课 · 丽丽是独生女 | 62 | 因为……所以…… | 教材 P9 | 因为……所以…… | 情境：谈论业余生活 | 例句：因为她学设计，所以照片很漂亮。 | 我的三句话 | 1. | 2. | 3.,,常用表达 因为……所以……；每项完成三句个人造句。,9,,0,0,教材,00-source/source-extraction-draft.json#sections.common_expressions,direct,static_observed
boya-quasi-intermediate-i:lesson-01,true,online,在线预习,63,L01-online-063,content-prompt,第一课 · 丽丽是独生女 | 63 | 对……有好处／有帮助（1） | 教材 P9 | 对……有好处／有帮助（1） | 情境：谈论业余生活 | 例句：运动对身体有好处，也对学习有帮助。 | 我的三句话 | 1. | 2. | 3.,,常用表达 对……有好处／有帮助（1）；每项完成三句个人造句。,9,,0,0,教材,00-source/source-extraction-draft.json#sections.common_expressions,direct,static_observed
boya-quasi-intermediate-i:lesson-01,true,online,在线预习,64,L01-online-064,comprehensive-record,第一课 · 丽丽是独生女 | 64 | 综合准备：三栏信息 | 教材 P10 | 把短文信息整理到三栏中。 | 家庭 | 成员 · 职业 · 对去北京的态度 | 工作 | 单位 · 职位 · 时间 · 表现 | 爱好 | 爱好 · 原因 · 有意思的事 | 依据短文填写，不必写完整句子。,综合准备：三栏信息,,10,,0,0,教材,00-source/source-extraction-draft.json#sections.comprehensive_practice,direct,static_observed
boya-quasi-intermediate-i:lesson-01,true,online,在线预习,65,L01-online-065,comprehensive-record,第一课 · 丽丽是独生女 | 65 | 综合理解 | 教材 P10 | 读三篇短文和你的信息表，回答： | 父母为什么担心丽丽？ 丽丽为什么去北京？ 工作和爱好有什么关系？ | 回答提示 | 先说答案，再说短文里的一个信息。,读三篇短文和你的信息表，回答：,,10,,0,0,教材,00-source/source-extraction-draft.json#sections.comprehensive_practice,direct,static_observed
boya-quasi-intermediate-i:lesson-01,true,online,在线预习,66,L01-online-066,expression-card,第一课 · 丽丽是独生女 | 66 | 我的个人介绍 | 教材 P11 | 按照三段准备自己的信息： | 家庭 | 家里有什么人？ | 学习／工作 | 在哪里学习或工作？ | 兴趣爱好 | 喜欢什么？为什么？ | 至少使用本课三个常用表达。,我的个人介绍,,11,,0,0,教材,00-source/source-extraction-draft.json#sections.comprehensive_practice,direct,static_observed
boya-quasi-intermediate-i:lesson-01,true,online,在线预习,67,L01-online-067,comprehensive-record,第一课 · 丽丽是独生女 | 67 | 我的口语提纲 | 教材 P11 | 写下你要说的 6–8 句话。 | 1. | 2. | 3. | 4. | 5. | 6. | 把想在课堂说的句子圈起来。,把想在课堂说的句子圈起来。,,11,,0,0,教材,00-source/source-extraction-draft.json#sections.comprehensive_practice,direct,static_observed
boya-quasi-intermediate-i:lesson-01,true,online,在线预习,68,L01-online-068,expression-card,第一课 · 丽丽是独生女 | 68 | 常用表达自我检查 | 16 项表达，每项 3 句 = 48 句 | □ 出生在 3句 □ ……是…… 3句 □ 什么 3句 □ 为……担心 3句 □ 如果……就…… 3句 □ 从……到…… 3句 □ 为了 3句 □ 越来越 3句 | □ 受……欢迎 3句 □ 对……满意 3句 □ 毕业／见面 3句 □ 放假 3句 □ 不仅……而且…… 3句 □ 除了……还……／除了……也…… 3句 □ 因为……所以…… 3句 □ 对……有好处／有帮助（1） 3句 | 圈出课堂想说的句子。,圈出课堂想说的句子。,,,,0,0,,00-source/source-extraction-draft.json#sections.comprehensive_practice,direct,static_observed
boya-quasi-intermediate-i:lesson-01,true,online,在线预习,69,L01-online-069,expression-card,第一课 · 丽丽是独生女 | 69 | 上课前整理好 | 带着这四样东西进入实体课： | 划线的教材（不懂的地方） 48 句常用表达笔记 P10 三栏信息表 P11 个人口语提纲 | 准备好了，就能在课堂多听、多问、多说。 | 我们课堂见！,带着这四样东西进入实体课：,,,,0,0,教材,00-source/source-extraction-draft.json#sections.comprehensive_practice,direct,static_observed
boya-quasi-intermediate-i:lesson-01,true,online,在线预习,70,L01-online-070,checklist,第一课 · 丽丽是独生女 | 70 | 课前检查：教材 | 我已经读过三篇短文。 我在教材上标记了不懂的地方。 我准备了一个要问同学的问题。 | 准备好，就能在课堂直接听、问、说。,我已经读过三篇短文。 我在教材上标记了不懂的地方。 我准备了一个要问同学的问题。,,,,0,0,教材,00-source/source-extraction-draft.json#sections.comprehensive_practice,direct,static_observed
boya-quasi-intermediate-i:lesson-01,true,online,在线预习,71,L01-online-071,expression-card,第一课 · 丽丽是独生女 | 71 | 课前检查：表达 | 我完成了 48 句常用表达。 我圈出了课堂想使用的句子。 我能说出家庭、学习／工作和爱好。 | 把笔记带到课堂。,我完成了 48 句常用表达。 我圈出了课堂想使用的句子。 我能说出家庭、学习／工作和爱好。,,,,0,0,,00-source/source-extraction-draft.json#sections.comprehensive_practice,direct,static_observed
boya-quasi-intermediate-i:lesson-01,true,online,在线预习,72,L01-online-072,closing-prompt,第一课 · 丽丽是独生女 | 72 | 准备好了 | 我们课堂见！ | 带着你的信息和问题来开口。,带着你的信息和问题来开口。,,,,0,0,,,none,static_observed
boya-quasi-intermediate-i:lesson-01,true,face_to_face,实体课,1,L01-face_to_face-001,cover,第一课｜丽丽是独生女 | 01 | 实体课 | 丽丽是独生女 | 听一听，问一问，说一说。,听一听，问一问，说一说。,开场：先看图说出家庭、工作和爱好三个主题。,,,1,0,,,none,static_observed
boya-quasi-intermediate-i:lesson-01,true,face_to_face,实体课,2,L01-face_to_face-002,learning-route,第一课｜丽丽是独生女 | 02 | 今天的学习路线,,按流程推进：复习词语 → 开口热身 → 听懂课文 → 学习句式 → 整理信息 → 介绍丽丽 → 介绍自己。,,,1,0,,,none,static_observed
boya-quasi-intermediate-i:lesson-01,true,face_to_face,实体课,3,L01-face_to_face-003,comprehensive-record,第一课｜丽丽是独生女 | 03 | 学完这课后，我能…… | 01 听懂关于家庭、工作和爱好的主要信息。 | 02 用本课词语介绍自己的家庭、学习／工作和爱好。 | 03 回答和讨论跟课本主题有关的问题。 | 04 根据要求写出并准备一段个人介绍。,01 听懂关于家庭、工作和爱好的主要信息。,快速朗读四项结果，告诉学生今天会用听、问、说完成任务。,,,0,0,,,none,static_observed
boya-quasi-intermediate-i:lesson-01,true,face_to_face,实体课,4,L01-face_to_face-004,warm-up-prompt,第一课｜丽丽是独生女 | 04 | 先想一想 | 毕业以后，你会不会离开家乡？ | • 你最期待什么？ • 你最担心什么？ • 你的父母会怎么想？ | 参考句式：我想……，因为……,,启发性暖身。两人先说，再邀请学生分享。,,,1,0,,,none,static_observed
boya-quasi-intermediate-i:lesson-01,true,face_to_face,实体课,5,L01-face_to_face-005,listening-practice,第一课｜丽丽是独生女 | 05 | 听力练习,听力练习,进入听力练习部分。,,,1,0,,,none,static_observed
boya-quasi-intermediate-i:lesson-01,true,face_to_face,实体课,6,L01-face_to_face-006,listening-practice,第一课｜丽丽是独生女 | 06 | 教材 P3 | 听力练习 | 关于家庭生活的词语 | 1-2 | 请看教材第3页，听一听这些词语。,请看教材第3页，听一听这些词语。,请学生打开教材 P3，完成页面上的预读或口语准备。,3,1-2,1,1,教材,00-source/source-extraction-draft.json#sections.vocabulary_comprehension;00-source/canonical-source.json#audio_map[track_label=1-2],direct,static_observed
boya-quasi-intermediate-i:lesson-01,true,face_to_face,实体课,7,L01-face_to_face-007,listening-practice,第一课｜丽丽是独生女 | 07 | 教材 P3 | 听力练习 | 关于工作的词语 | 1-2 | 请看教材第3页，听一听这些词语。,请看教材第3页，听一听这些词语。,请学生打开教材 P3，完成页面上的预读或口语准备。,3,1-2,1,1,教材,00-source/source-extraction-draft.json#sections.vocabulary_comprehension;00-source/canonical-source.json#audio_map[track_label=1-2],direct,static_observed
boya-quasi-intermediate-i:lesson-01,true,face_to_face,实体课,8,L01-face_to_face-008,listening-practice,第一课｜丽丽是独生女 | 08 | 教材 P4 | 听力练习 | 听句子，判断对错 | 1-3 | 请看教材第4页的题目。,请看教材第4页的题目。,请学生打开教材 P4，完成页面上的预读或口语准备。,4,1-3,1,1,教材,00-source/source-extraction-draft.json#sections.listening_sentences;00-source/canonical-source.json#audio_map[track_label=1-3],direct,static_observed
boya-quasi-intermediate-i:lesson-01,true,face_to_face,实体课,9,L01-face_to_face-009,listening-practice,第一课｜丽丽是独生女 | 09 | 教材 P4–5 | 听力练习 | 听小对话，选择答案 | 1-4 | 请看教材第4—5页的题目和选项。,请看教材第4—5页的题目和选项。,请学生打开教材 P4–5，完成页面上的预读或口语准备。,4–5,1-4,1,1,教材,00-source/source-extraction-draft.json#sections.listening_sentences;00-source/canonical-source.json#audio_map[track_label=1-4],direct,static_observed
boya-quasi-intermediate-i:lesson-01,true,face_to_face,实体课,10,L01-face_to_face-010,oral-prompt,第一课｜丽丽是独生女 | 10 | 请你说说 | 你觉得大学生活怎么样？为什么？,请你说说,先个人准备，再两人互说；教师观察学生是否能说出原因。,,,1,0,,,none,static_observed
boya-quasi-intermediate-i:lesson-01,true,face_to_face,实体课,11,L01-face_to_face-011,oral-prompt,第一课｜丽丽是独生女 | 11 | 请你说说 | 你星期五晚上常做什么？为什么？,请你说说,先个人准备，再两人互说；教师观察学生是否能说出原因。,,,1,0,,,none,static_observed
boya-quasi-intermediate-i:lesson-01,true,face_to_face,实体课,12,L01-face_to_face-012,listening-practice,第一课｜丽丽是独生女 | 12 | 教材 P5 | 听力练习 | 听句子，回答问题 | 1-5 | 请看教材第5页的问题。,请看教材第5页的问题。,请学生打开教材 P5，完成页面上的预读或口语准备。,5,1-5,1,1,教材,00-source/source-extraction-draft.json#sections.listening_sentences;00-source/canonical-source.json#audio_map[track_label=1-5],direct,static_observed
boya-quasi-intermediate-i:lesson-01,true,face_to_face,实体课,13,L01-face_to_face-013,oral-prompt,第一课｜丽丽是独生女 | 13 | 请你说说 | 你自己洗衣服吗？为什么？,请你说说,先个人准备，再两人互说；教师观察学生是否能说出原因。,,,1,0,,,none,static_observed
boya-quasi-intermediate-i:lesson-01,true,face_to_face,实体课,14,L01-face_to_face-014,oral-prompt,第一课｜丽丽是独生女 | 14 | 请你说说 | 你晚睡觉吗？为什么？,请你说说,先个人准备，再两人互说；教师观察学生是否能说出原因。,,,1,0,,,none,static_observed
boya-quasi-intermediate-i:lesson-01,true,face_to_face,实体课,15,L01-face_to_face-015,oral-prompt,第一课｜丽丽是独生女 | 15 | 请你说说 | 你有什么爱好？为什么你喜欢？,请你说说,先个人准备，再两人互说；教师观察学生是否能说出原因。,,,1,0,,,none,static_observed
boya-quasi-intermediate-i:lesson-01,true,face_to_face,实体课,16,L01-face_to_face-016,oral-prompt,第一课｜丽丽是独生女 | 16 | 请你说说 | 你自己做饭吗？为什么？,请你说说,先个人准备，再两人互说；教师观察学生是否能说出原因。,,,1,0,,,none,static_observed
boya-quasi-intermediate-i:lesson-01,true,face_to_face,实体课,17,L01-face_to_face-017,oral-prompt,第一课｜丽丽是独生女 | 17 | 请你说说 | 你常拍照吗？为什么？,请你说说,先个人准备，再两人互说；教师观察学生是否能说出原因。,,,1,0,,,none,static_observed
boya-quasi-intermediate-i:lesson-01,true,face_to_face,实体课,18,L01-face_to_face-018,listening-practice,第一课｜丽丽是独生女 | 18 | 教材 P5–6 | 听力练习 | 1-6 | 再听一次，回答问题。,再听一次，回答问题。,请学生打开教材 P5–6，完成页面上的预读或口语准备。,5–6,1-6,1,1,教材,00-source/source-extraction-draft.json#sections.listening_sentences;00-source/canonical-source.json#audio_map[track_label=1-6],direct,static_observed
boya-quasi-intermediate-i:lesson-01,true,face_to_face,实体课,19,L01-face_to_face-019,section-divider,第一课｜丽丽是独生女 | 19 | 口语练习,,进入口语练习部分。,,,1,0,,,none,static_observed
boya-quasi-intermediate-i:lesson-01,true,face_to_face,实体课,20,L01-face_to_face-020,text-reading,第一课｜丽丽是独生女 | 20 | 短文（一）,,进入短文（一）部分。,,,1,0,,,none,static_observed
boya-quasi-intermediate-i:lesson-01,true,face_to_face,实体课,21,L01-face_to_face-021,expression-card,第一课｜丽丽是独生女 | 21 | 教材 P6 | 介绍丽丽 | 现在，请你用6—8句介绍丽丽。 | • 说说她的家庭情况。 • 她毕业后的打算、父母的想法和她自己的想法怎么样？ | 参考词语：毕业 离开 满意 常用表达：出生在…… 为……担心 如果……就……,介绍丽丽,学生完成 6—8 句家庭介绍；开放题不设唯一答案。,6,,0,0,教材,00-source/source-extraction-draft.json#sections.short_text_1,direct,static_observed
boya-quasi-intermediate-i:lesson-01,true,face_to_face,实体课,22,L01-face_to_face-022,text-reading,第一课｜丽丽是独生女 | 22 | 教材 P6 | 短文（一） | 你说的跟短文（一）哪里不一样？,,学生比较自己的介绍与教材短文（一）的信息。,6,,0,0,教材,00-source/source-extraction-draft.json#sections.short_text_1,direct,static_observed
boya-quasi-intermediate-i:lesson-01,true,face_to_face,实体课,23,L01-face_to_face-023,section-divider,第一课｜丽丽是独生女 | 23 | 句式练习,,进入句式练习部分。,,,1,0,,,none,static_observed
boya-quasi-intermediate-i:lesson-01,true,face_to_face,实体课,24,L01-face_to_face-024,expression-card,第一课｜丽丽是独生女 | 24 | 教材 P6 | 常用词语和表达 | 出生在…… | 请用这个句式说1句中文。,请用这个句式说1句中文。,每位学生用本句式说一句与自己有关的话；教师只修补影响表达的错误。,6,,1,0,教材,00-source/source-extraction-draft.json#sections.common_expressions,direct,static_observed
boya-quasi-intermediate-i:lesson-01,true,face_to_face,实体课,25,L01-face_to_face-025,expression-card,第一课｜丽丽是独生女 | 25 | 教材 P6 | 常用词语和表达 | ……是…… | 请用这个句式说1句中文。,请用这个句式说1句中文。,每位学生用本句式说一句与自己有关的话；教师只修补影响表达的错误。,6,,1,0,教材,00-source/source-extraction-draft.json#sections.common_expressions,direct,static_observed
boya-quasi-intermediate-i:lesson-01,true,face_to_face,实体课,26,L01-face_to_face-026,expression-card,第一课｜丽丽是独生女 | 26 | 教材 P6 | 常用词语和表达 | 什么 | 请用这个句式说1句中文。,请用这个句式说1句中文。,每位学生用本句式说一句与自己有关的话；教师只修补影响表达的错误。,6,,1,0,教材,00-source/source-extraction-draft.json#sections.common_expressions,direct,static_observed
boya-quasi-intermediate-i:lesson-01,true,face_to_face,实体课,27,L01-face_to_face-027,expression-card,第一课｜丽丽是独生女 | 27 | 教材 P6 | 常用词语和表达 | 为……担心 | 请用这个句式说1句中文。,请用这个句式说1句中文。,每位学生用本句式说一句与自己有关的话；教师只修补影响表达的错误。,6,,1,0,教材,00-source/source-extraction-draft.json#sections.common_expressions,direct,static_observed
boya-quasi-intermediate-i:lesson-01,true,face_to_face,实体课,28,L01-face_to_face-028,expression-card,第一课｜丽丽是独生女 | 28 | 教材 P6 | 常用词语和表达 | 如果……就…… | 请用这个句式说1句中文。,请用这个句式说1句中文。,每位学生用本句式说一句与自己有关的话；教师只修补影响表达的错误。,6,,1,0,教材,00-source/source-extraction-draft.json#sections.common_expressions,direct,static_observed
boya-quasi-intermediate-i:lesson-01,true,face_to_face,实体课,29,L01-face_to_face-029,oral-prompt,第一课｜丽丽是独生女 | 29 | 教材 P6 | 请你说说 | 请你说说你的家庭情况，必须使用5个课本中的词语和三个句式。,请你说说,学生先个人准备，再两人互说；教师观察词语和句式是否真正用于表达。,6,,1,0,教材,00-source/source-extraction-draft.json#sections.common_expressions,direct,static_observed
boya-quasi-intermediate-i:lesson-01,true,face_to_face,实体课,30,L01-face_to_face-030,text-reading,第一课｜丽丽是独生女 | 30 | 短文（二）,,进入短文（二）部分。,,,1,0,,,none,static_observed
boya-quasi-intermediate-i:lesson-01,true,face_to_face,实体课,31,L01-face_to_face-031,content-prompt,第一课｜丽丽是独生女 | 31 | 教材 P7 | 介绍短文 | 请你用2—3句话介绍她的工作和情况。,介绍短文,学生根据教材 P7 短文完成简短介绍。1-7 尚未取得，不虚构播放。,7,,1,0,教材,00-source/source-extraction-draft.json#sections.short_text_2,direct,static_observed
boya-quasi-intermediate-i:lesson-01,true,face_to_face,实体课,32,L01-face_to_face-032,section-divider,第一课｜丽丽是独生女 | 32 | 句式练习,,进入句式练习部分。,,,1,0,,,none,static_observed
boya-quasi-intermediate-i:lesson-01,true,face_to_face,实体课,33,L01-face_to_face-033,expression-card,第一课｜丽丽是独生女 | 33 | 教材 P8 | 常用词语和表达 | 从……到…… | 请用这个句式说1句中文。,请用这个句式说1句中文。,每位学生用本句式说一句与自己有关的话；教师只修补影响表达的错误。,8,,1,0,教材,00-source/source-extraction-draft.json#sections.common_expressions,direct,static_observed
boya-quasi-intermediate-i:lesson-01,true,face_to_face,实体课,34,L01-face_to_face-034,expression-card,第一课｜丽丽是独生女 | 34 | 教材 P8 | 常用词语和表达 | 为了 | 请用这个句式说1句中文。,请用这个句式说1句中文。,每位学生用本句式说一句与自己有关的话；教师只修补影响表达的错误。,8,,1,0,教材,00-source/source-extraction-draft.json#sections.common_expressions,direct,static_observed
boya-quasi-intermediate-i:lesson-01,true,face_to_face,实体课,35,L01-face_to_face-035,expression-card,第一课｜丽丽是独生女 | 35 | 教材 P8 | 常用词语和表达 | 越来越 | 请用这个句式说1句中文。,请用这个句式说1句中文。,每位学生用本句式说一句与自己有关的话；教师只修补影响表达的错误。,8,,1,0,教材,00-source/source-extraction-draft.json#sections.common_expressions,direct,static_observed
boya-quasi-intermediate-i:lesson-01,true,face_to_face,实体课,36,L01-face_to_face-036,expression-card,第一课｜丽丽是独生女 | 36 | 教材 P8 | 常用词语和表达 | 受……欢迎 | 请用这个句式说1句中文。,请用这个句式说1句中文。,每位学生用本句式说一句与自己有关的话；教师只修补影响表达的错误。,8,,1,0,教材,00-source/source-extraction-draft.json#sections.common_expressions,direct,static_observed
boya-quasi-intermediate-i:lesson-01,true,face_to_face,实体课,37,L01-face_to_face-037,expression-card,第一课｜丽丽是独生女 | 37 | 教材 P8 | 常用词语和表达 | 对……满意 | 请用这个句式说1句中文。,请用这个句式说1句中文。,每位学生用本句式说一句与自己有关的话；教师只修补影响表达的错误。,8,,1,0,教材,00-source/source-extraction-draft.json#sections.common_expressions,direct,static_observed
boya-quasi-intermediate-i:lesson-01,true,face_to_face,实体课,38,L01-face_to_face-038,oral-prompt,第一课｜丽丽是独生女 | 38 | 教材 P7 | 请你说说 | 说说你想做的工作和为什么，必须使用5个课本中的词语和三个句式。,请你说说,学生说明想做的工作与原因；不要求唯一答案。,7,,1,0,教材,00-source/source-extraction-draft.json#sections.common_expressions,direct,static_observed
boya-quasi-intermediate-i:lesson-01,true,face_to_face,实体课,39,L01-face_to_face-039,text-reading,第一课｜丽丽是独生女 | 39 | 短文（三）,,进入短文（三）部分。,,,1,0,,,none,static_observed
boya-quasi-intermediate-i:lesson-01,true,face_to_face,实体课,40,L01-face_to_face-040,content-prompt,第一课｜丽丽是独生女 | 40 | 教材 P8 | 介绍短文 | 请你用2—3句话介绍她的爱好。,介绍短文,学生根据教材 P8 短文完成简短介绍。1-8 尚未取得，不虚构播放。,8,,1,0,教材,00-source/source-extraction-draft.json#sections.common_expressions,direct,static_observed
boya-quasi-intermediate-i:lesson-01,true,face_to_face,实体课,41,L01-face_to_face-041,section-divider,第一课｜丽丽是独生女 | 41 | 句式练习,,进入句式练习部分。,,,1,0,,00-source/source-extraction-draft.json#sections.common_expressions,direct,static_observed
boya-quasi-intermediate-i:lesson-01,true,face_to_face,实体课,42,L01-face_to_face-042,expression-card,第一课｜丽丽是独生女 | 42 | 教材 P9 | 常用词语和表达 | 不仅……而且…… | 请用这个句式说1句中文。,请用这个句式说1句中文。,每位学生用本句式说一句与自己有关的话；教师只修补影响表达的错误。,9,,1,0,教材,00-source/source-extraction-draft.json#sections.common_expressions,direct,static_observed
boya-quasi-intermediate-i:lesson-01,true,face_to_face,实体课,43,L01-face_to_face-043,expression-card,第一课｜丽丽是独生女 | 43 | 教材 P9 | 常用词语和表达 | 除了……还……／除了……也…… | 请用这个句式说1句中文。,请用这个句式说1句中文。,每位学生用本句式说一句与自己有关的话；教师只修补影响表达的错误。,9,,1,0,教材,00-source/source-extraction-draft.json#sections.common_expressions,direct,static_observed
boya-quasi-intermediate-i:lesson-01,true,face_to_face,实体课,44,L01-face_to_face-044,expression-card,第一课｜丽丽是独生女 | 44 | 教材 P9 | 常用词语和表达 | 因为……所以…… | 请用这个句式说1句中文。,请用这个句式说1句中文。,每位学生用本句式说一句与自己有关的话；教师只修补影响表达的错误。,9,,1,0,教材,00-source/source-extraction-draft.json#sections.common_expressions,direct,static_observed
boya-quasi-intermediate-i:lesson-01,true,face_to_face,实体课,45,L01-face_to_face-045,expression-card,第一课｜丽丽是独生女 | 45 | 教材 P9 | 常用词语和表达 | 对……有好处／有帮助 | 请用这个句式说1句中文。,请用这个句式说1句中文。,每位学生用本句式说一句与自己有关的话；教师只修补影响表达的错误。,9,,1,0,教材,00-source/source-extraction-draft.json#sections.common_expressions,direct,static_observed
boya-quasi-intermediate-i:lesson-01,true,face_to_face,实体课,46,L01-face_to_face-046,comprehensive-record,第一课｜丽丽是独生女 | 46 | 综合表达 | 整理信息，完成丽丽与自己的介绍。,整理信息，完成丽丽与自己的介绍。,进入综合表达部分。,,,1,0,,,none,static_observed
boya-quasi-intermediate-i:lesson-01,true,face_to_face,实体课,47,L01-face_to_face-047,content-prompt,第一课｜丽丽是独生女 | 47 | 教材 P10 | 请你介绍丽丽 | 请填表后，说一说丽丽的家庭、工作、爱好。,请你介绍丽丽,学生完成教材 P10 的三栏信息整理。,10,,1,0,教材,00-source/source-extraction-draft.json#sections.comprehensive_practice,direct,static_observed
boya-quasi-intermediate-i:lesson-01,true,face_to_face,实体课,48,L01-face_to_face-048,content-prompt,第一课｜丽丽是独生女 | 48 | 教材 P10 | 根据课本，回答问题 | • 丽丽的父母为什么担心？ • 丽丽为什么去北京？ • 丽丽觉得新工作怎么样？ • 为什么丽丽有时候很晚才能睡觉？ • 丽丽喜欢做哪些事？ • 丽丽的哪个爱好对工作有帮助？,根据课本，回答问题,学生逐题回答；开放题不设唯一答案。,10,,1,0,教材,00-source/source-extraction-draft.json#sections.comprehensive_practice,direct,static_observed
boya-quasi-intermediate-i:lesson-01,true,face_to_face,实体课,49,L01-face_to_face-049,oral-prompt,第一课｜丽丽是独生女 | 49 | 教材 P11 | 请你说说 | ① 我的家庭 | ____________________________ | ② 我的学习／工作 | ____________________________ | ③ 我的兴趣爱好 | ____________________________ | 必须使用10个课本中的词语和5个句式。说8—10句。,请你说说,每位学生完成 8—10 句个人介绍；这是本课实体课的最终口语产出。,11,,1,0,教材,00-source/source-extraction-draft.json#sections.comprehensive_practice,direct,static_observed
boya-quasi-intermediate-i:lesson-01,true,face_to_face,实体课,50,L01-face_to_face-050,text-reading,第一课｜丽丽是独生女 | 50 | 教材 P7–8 | 听力练习 | 短文（二） | 1-7 | 先看题、抓关键词，再听并记重点，最后回答。,先看题、抓关键词，再听并记重点，最后回答。,请学生打开教材 P7–8，完成页面上的预读或口语准备。,7–8,1-7,1,1,教材,00-source/source-extraction-draft.json#sections.listening_sentences;00-source/canonical-source.json#audio_map[track_label=1-7],direct,static_observed
boya-quasi-intermediate-i:lesson-01,true,face_to_face,实体课,51,L01-face_to_face-051,text-reading,第一课｜丽丽是独生女 | 51 | 教材 P8–9 | 听力练习 | 短文（三） | 1-8 | 先看题、抓关键词，再听并记重点，最后回答。,先看题、抓关键词，再听并记重点，最后回答。,请学生打开教材 P8–9，完成页面上的预读或口语准备。,8–9,1-8,1,1,教材,00-source/source-extraction-draft.json#sections.listening_sentences;00-source/canonical-source.json#audio_map[track_label=1-8],direct,static_observed
