record_type,record_id,meaning_vi,meaning_vi_status
vocabulary,boya-elementary-i:上午:shangwi,buổi sáng,translated_subagent_draft
vocabulary,boya-elementary-i:水:shui,nước,translated_subagent_draft
vocabulary,boya-elementary-i:身体:shenti,cơ thể; sức khỏe,translated_subagent_draft
vocabulary,boya-elementary-i:睡觉:shuijido,ngủ,translated_subagent_draft
vocabulary,boya-elementary-i:生活:shenghuo,cuộc sống; sinh sống,translated_subagent_draft
vocabulary,boya-elementary-i:顺利:shunli,thuận lợi,translated_subagent_draft
vocabulary,boya-elementary-i:生气:shengqi,tức giận,translated_subagent_draft
vocabulary,boya-elementary-i:说:shuo,nói,translated_subagent_draft
vocabulary,boya-elementary-i:生日:shengri,sinh nhật,translated_subagent_draft
vocabulary,boya-elementary-i:说话:shuohua,nói chuyện,translated_subagent_draft
vocabulary,boya-elementary-i:声调:shengdido,thanh điệu,translated_subagent_draft
vocabulary,boya-elementary-i:……死了:sile,… chết đi được (mức độ rất cao),translated_subagent_draft
vocabulary,boya-elementary-i:师傅:shifu,bác/chú (cách gọi lịch sự người thợ hoặc tài xế),translated_subagent_draft
vocabulary,boya-elementary-i:送:song,tặng; tiễn,translated_subagent_draft
vocabulary,boya-elementary-i:宿舍:sushe,ký túc xá,translated_subagent_draft
vocabulary,boya-elementary-i:十二:shier,mười hai,translated_subagent_draft
vocabulary,boya-elementary-i:算了:suanle,thôi bỏ đi,translated_subagent_draft
vocabulary,boya-elementary-i:什么:shenme,cái gì; gì,translated_subagent_draft
vocabulary,boya-elementary-i:随便:suibian,tùy; gì cũng được,translated_subagent_draft
vocabulary,boya-elementary-i:时候:shihou,lúc; khi,translated_subagent_draft
vocabulary,boya-elementary-i:岁:sui,tuổi,translated_subagent_draft
vocabulary,boya-elementary-i:时间:shijian,thời gian,translated_subagent_draft
vocabulary,boya-elementary-i:所以:suoyi,vì vậy; cho nên,translated_subagent_draft
vocabulary,boya-elementary-i:食堂:shitang,nhà ăn; căng tin,translated_subagent_draft
vocabulary,boya-elementary-i:微信:weixin,WeChat,translated_subagent_draft
vocabulary,boya-elementary-i:为什么:weishenme,tại sao,translated_subagent_draft
vocabulary,boya-elementary-i:他:ta,anh ấy; ông ấy,translated_subagent_draft
vocabulary,boya-elementary-i:位:wei,vị; người (lượng từ lịch sự),translated_subagent_draft
vocabulary,boya-elementary-i:他们:tamen,họ,translated_subagent_draft
vocabulary,boya-elementary-i:味道:weidao,mùi vị; hương vị,translated_subagent_draft
vocabulary,boya-elementary-i:她:ta,cô ấy; chị ấy,translated_subagent_draft
vocabulary,boya-elementary-i:喂:wei,a-lô (khi nghe điện thoại),translated_subagent_draft
vocabulary,boya-elementary-i:太:tai,quá; rất,translated_subagent_draft
vocabulary,boya-elementary-i:问:wen,hỏi,translated_subagent_draft
vocabulary,boya-elementary-i:趟:tang,chuyến (lượng từ lượt đi),translated_subagent_draft
vocabulary,boya-elementary-i:问题:wenti,câu hỏi; vấn đề,translated_subagent_draft
vocabulary,boya-elementary-i:特别:tebie,đặc biệt,translated_subagent_draft
vocabulary,boya-elementary-i:我:wo,tôi; mình,translated_subagent_draft
vocabulary,boya-elementary-i:提前:tiqian,sớm hơn; trước thời hạn,translated_subagent_draft
vocabulary,boya-elementary-i:我们:women,chúng tôi; chúng ta,translated_subagent_draft
vocabulary,boya-elementary-i:体温:tiwen,thân nhiệt,translated_subagent_draft
vocabulary,boya-elementary-i:天气:tianqi,thời tiết,translated_subagent_draft
vocabulary,boya-elementary-i:天气预报:tianqiyubao,dự báo thời tiết,translated_subagent_draft
vocabulary,boya-elementary-i:西瓜:xigua,dưa hấu,translated_subagent_draft
vocabulary,boya-elementary-i:听:ting,nghe,translated_subagent_draft
vocabulary,boya-elementary-i:习惯:xiguan,quen; thói quen,translated_subagent_draft
vocabulary,boya-elementary-i:听说:tingshuo,nghe nói,translated_subagent_draft
vocabulary,boya-elementary-i:洗:xi,rửa; giặt,translated_subagent_draft
vocabulary,boya-elementary-i:听写:tingxie,nghe viết; chính tả,translated_subagent_draft
vocabulary,boya-elementary-i:喜欢:xihuan,thích,translated_subagent_draft
vocabulary,boya-elementary-i:停:ting,dừng; đỗ,translated_subagent_draft
vocabulary,boya-elementary-i:下:xid,tiếp theo; dưới,translated_subagent_draft
vocabulary,boya-elementary-i:挺:ting,khá; rất,translated_subagent_draft
vocabulary,boya-elementary-i:下（雨）:xiayu,mưa; rơi (mưa),translated_subagent_draft
vocabulary,boya-elementary-i:同屋:tongwu,bạn cùng phòng,translated_subagent_draft
vocabulary,boya-elementary-i:下课:xidke,tan học,translated_subagent_draft
vocabulary,boya-elementary-i:同学:tongxue,bạn học,translated_subagent_draft
vocabulary,boya-elementary-i:下午:xidwu,buổi chiều,translated_subagent_draft
vocabulary,boya-elementary-i:头疼:touteng,đau đầu,translated_subagent_draft
vocabulary,boya-elementary-i:下载:xiazai,tải xuống,translated_subagent_draft
vocabulary,boya-elementary-i:夏天:xiatian,mùa hè,translated_subagent_draft
vocabulary,boya-elementary-i:先:xian,trước; trước hết,translated_subagent_draft
vocabulary,boya-elementary-i:外边:waibian,bên ngoài,translated_subagent_draft
vocabulary,boya-elementary-i:先生:xiansheng,ông; ngài,translated_subagent_draft
vocabulary,boya-elementary-i:外卖:waimai,đồ ăn giao tận nơi,translated_subagent_draft
vocabulary,boya-elementary-i:现金:xidnjin,tiền mặt,translated_subagent_draft
vocabulary,boya-elementary-i:玩儿:wanr,chơi,translated_subagent_draft
vocabulary,boya-elementary-i:现在:xianzai,bây giờ; hiện tại,translated_subagent_draft
vocabulary,boya-elementary-i:晚:wan,muộn; tối,translated_subagent_draft
vocabulary,boya-elementary-i:线:xian,dòng; tuyến,translated_subagent_draft
vocabulary,boya-elementary-i:晚会:wanhui,buổi liên hoan tối,translated_subagent_draft
vocabulary,boya-elementary-i:馅儿:xianr,nhân (bánh),translated_subagent_draft
vocabulary,boya-elementary-i:晚上:wanshang,buổi tối,translated_subagent_draft
vocabulary,boya-elementary-i:香蕉:xiangjido,chuối,translated_subagent_draft
vocabulary,boya-elementary-i:碗:wan,bát,translated_subagent_draft
vocabulary,boya-elementary-i:想:xidng,muốn; nghĩ,translated_subagent_draft
vocabulary,boya-elementary-i:往:wding,hướng về; về phía,translated_subagent_draft
vocabulary,boya-elementary-i:想家:xiangjia,nhớ nhà,translated_subagent_draft
vocabulary,boya-elementary-i:忘:wang,quên,translated_subagent_draft
vocabulary,boya-elementary-i:小时:xiaoshi,giờ; tiếng,translated_subagent_draft
vocabulary,boya-elementary-i:一起:yiai,cùng nhau,translated_subagent_draft
vocabulary,boya-elementary-i:辛苦:xinku,vất vả; cực nhọc,translated_subagent_draft
vocabulary,boya-elementary-i:一下儿:yixiar,một chút; một lát (sau động từ),translated_subagent_draft
vocabulary,boya-elementary-i:新:xin,mới,translated_subagent_draft
vocabulary,boya-elementary-i:一些:yixie,một vài; một ít,translated_subagent_draft
vocabulary,boya-elementary-i:星期六:xingqiliu,thứ bảy,translated_subagent_draft
vocabulary,boya-elementary-i:一直:vizhi,luôn luôn; suốt,translated_subagent_draft
vocabulary,boya-elementary-i:行:xing,được; ổn,translated_subagent_draft
vocabulary,boya-elementary-i:衣服:yifu,quần áo,translated_subagent_draft
vocabulary,boya-elementary-i:姓:xing,mang họ; họ,translated_subagent_draft
vocabulary,boya-elementary-i:医院:viyuan,bệnh viện,translated_subagent_draft
vocabulary,boya-elementary-i:休息:xiuxi,nghỉ ngơi,translated_subagent_draft
vocabulary,boya-elementary-i:已经:yijing,đã; rồi,translated_subagent_draft
vocabulary,boya-elementary-i:修:xiu,sửa chữa,translated_subagent_draft
vocabulary,boya-elementary-i:以后:yihou,sau này; về sau,translated_subagent_draft
vocabulary,boya-elementary-i:选:xuan,chọn; lựa chọn,translated_subagent_draft
vocabulary,boya-elementary-i:以前:yiqian,trước đây; trước khi,translated_subagent_draft
vocabulary,boya-elementary-i:学:xue,học,translated_subagent_draft
vocabulary,boya-elementary-i:意见:yijian,ý kiến; đề xuất,translated_subagent_draft
vocabulary,boya-elementary-i:学期:xueqi,học kỳ,translated_subagent_draft
vocabulary,boya-elementary-i:因为:yinwei,bởi vì; vì,translated_subagent_draft
vocabulary,boya-elementary-i:学生:xuesheng,học sinh; sinh viên,translated_subagent_draft
vocabulary,boya-elementary-i:阴:yin,âm u; nhiều mây,translated_subagent_draft
vocabulary,boya-elementary-i:学校:xuexido,trường học,translated_subagent_draft
vocabulary,boya-elementary-i:阴天:yintian,ngày nhiều mây,translated_subagent_draft
vocabulary,boya-elementary-i:雪:xue,tuyết,translated_subagent_draft
vocabulary,boya-elementary-i:应该:yinggai,nên; cần phải,translated_subagent_draft
vocabulary,boya-elementary-i:赢:ying,thắng,translated_subagent_draft
vocabulary,boya-elementary-i:研究生:yanjiusheng,học viên cao học,translated_subagent_draft
vocabulary,boya-elementary-i:用功:yonggong,chăm học; chịu khó học,translated_subagent_draft
vocabulary,boya-elementary-i:颜色:yanse,màu sắc,translated_subagent_draft
vocabulary,boya-elementary-i:游戏:youxi,trò chơi,translated_subagent_draft
vocabulary,boya-elementary-i:样子:yangzi,dáng vẻ; kiểu dáng,translated_subagent_draft
vocabulary,boya-elementary-i:有:you,có,translated_subagent_draft
vocabulary,boya-elementary-i:药:yao,thuốc,translated_subagent_draft
vocabulary,boya-elementary-i:有的:youde,một số; có người/cái,translated_subagent_draft
vocabulary,boya-elementary-i:要:yao,muốn; cần,translated_subagent_draft
vocabulary,boya-elementary-i:有点儿:youdianr,hơi; có một chút,translated_subagent_draft
vocabulary,boya-elementary-i:有意思:youyisi,thú vị,translated_subagent_draft
vocabulary,boya-elementary-i:要是:yaoshi,nếu mà,translated_subagent_draft
vocabulary,boya-elementary-i:也:ye,cũng,translated_subagent_draft
vocabulary,boya-elementary-i:又:you,lại; vừa… vừa…,translated_subagent_draft
vocabulary,boya-elementary-i:右边:youbian,bên phải,translated_subagent_draft
vocabulary,boya-elementary-i:夜里:yeli,ban đêm,translated_subagent_draft
vocabulary,boya-elementary-i:雨:yi,mưa,translated_subagent_draft
vocabulary,boya-elementary-i:一般:yiban,thường; nói chung,translated_subagent_draft
vocabulary,boya-elementary-i:雨季:ygj,mùa mưa,translated_subagent_draft
vocabulary,boya-elementary-i:一点儿:yididnr,một chút,translated_subagent_draft
vocabulary,boya-elementary-i:一定:yiding,nhất định; chắc chắn,translated_subagent_draft
vocabulary,boya-elementary-i:语法:yufa,ngữ pháp,translated_subagent_draft
vocabulary,boya-elementary-i:一共:yigong,tổng cộng,translated_subagent_draft
vocabulary,boya-elementary-i:远:yudn,xa,translated_subagent_draft
vocabulary,boya-elementary-i:一会儿:yihuir,một lát nữa; một lúc,translated_subagent_draft
vocabulary,boya-elementary-i:约:yue,hẹn (với ai đó),translated_subagent_draft
vocabulary,boya-elementary-i:月:yue,tháng,translated_subagent_draft
vocabulary,boya-elementary-i:猪肉:zhurou,thịt lợn,translated_subagent_draft
vocabulary,boya-elementary-i:主意:zhuyi,ý kiến; ý tưởng,translated_subagent_draft
vocabulary,boya-elementary-i:再:zai,lại; thêm; nữa,translated_subagent_draft
vocabulary,boya-elementary-i:住:zhu,sống; ở,translated_subagent_draft
vocabulary,boya-elementary-i:在:zai,ở; tại; đang,translated_subagent_draft
vocabulary,boya-elementary-i:祝:zhu,chúc,translated_subagent_draft
vocabulary,boya-elementary-i:咱们:zanmen,chúng ta,translated_subagent_draft
vocabulary,boya-elementary-i:专业:zhuanye,chuyên ngành,translated_subagent_draft
vocabulary,boya-elementary-i:怎么:zenme,thế nào; làm sao,translated_subagent_draft
vocabulary,boya-elementary-i:准备:zhunbei,chuẩn bị,translated_subagent_draft
vocabulary,boya-elementary-i:怎么样:zenmeyang,thế nào,translated_subagent_draft
vocabulary,boya-elementary-i:字:zi,chữ,translated_subagent_draft
vocabulary,boya-elementary-i:展览:zhanlan,triển lãm,translated_subagent_draft
vocabulary,boya-elementary-i:自己:zijy,bản thân; tự mình,translated_subagent_draft
vocabulary,boya-elementary-i:张开:zhangkai,mở ra; dang ra,translated_subagent_draft
vocabulary,boya-elementary-i:自行车:zixingche,xe đạp,translated_subagent_draft
vocabulary,boya-elementary-i:长:zhang,lớn lên; mọc dài,translated_subagent_draft
vocabulary,boya-elementary-i:走:zou,đi; rời đi,translated_subagent_draft
vocabulary,boya-elementary-i:着急:zhaoji,lo lắng; sốt ruột,translated_subagent_draft
vocabulary,boya-elementary-i:走路:zoul,đi bộ,translated_subagent_draft
vocabulary,boya-elementary-i:找:zhdo,tìm,translated_subagent_draft
vocabulary,boya-elementary-i:嘴:zui,miệng,translated_subagent_draft
vocabulary,boya-elementary-i:照片:zhdopian,ảnh; bức ảnh,translated_subagent_draft
vocabulary,boya-elementary-i:最:zui,nhất,translated_subagent_draft
vocabulary,boya-elementary-i:这:zhe,này; đây,translated_subagent_draft
vocabulary,boya-elementary-i:最好:zuihdo,tốt nhất; nên,translated_subagent_draft
vocabulary,boya-elementary-i:这么:zheme,như thế này; đến mức này,translated_subagent_draft
vocabulary,boya-elementary-i:最近:zuijin,gần đây,translated_subagent_draft
vocabulary,boya-elementary-i:这儿:zher,ở đây,translated_subagent_draft
vocabulary,boya-elementary-i:醉:zui,say rượu,translated_subagent_draft
vocabulary,boya-elementary-i:这样:zheyang,như thế này; cách này,translated_subagent_draft
vocabulary,boya-elementary-i:昨天:zuotian,hôm qua,translated_subagent_draft
vocabulary,boya-elementary-i:真:zhen,thật; rất,translated_subagent_draft
vocabulary,boya-elementary-i:左边:zuobian,bên trái,translated_subagent_draft
vocabulary,boya-elementary-i:正在:zhengzai,đang,translated_subagent_draft
vocabulary,boya-elementary-i:作业:zuoye,bài tập,translated_subagent_draft
vocabulary,boya-elementary-i:只:zhi,con; chiếc (lượng từ),translated_subagent_draft
vocabulary,boya-elementary-i:坐:zuo,ngồi; đi (xe/máy bay),translated_subagent_draft
vocabulary,boya-elementary-i:知道:zhidao,biết,translated_subagent_draft
vocabulary,boya-elementary-i:座位:zuowei,chỗ ngồi,translated_subagent_draft
vocabulary,boya-elementary-i:做:zuo,làm,translated_subagent_draft
vocabulary,boya-elementary-i:质量:zhiliang,chất lượng,translated_subagent_draft
vocabulary,boya-elementary-i:做菜:zuocai,nấu ăn,translated_subagent_draft
vocabulary,boya-elementary-i:中午:zhongwu,buổi trưa,translated_subagent_draft
vocabulary,boya-elementary-i:种:zhong,loại; giống,translated_subagent_draft
vocabulary,boya-elementary-i:澳大利亚:aodaliya,Úc,translated_subagent_draft
vocabulary,boya-elementary-i:日语:riyi,tiếng Nhật,translated_subagent_draft
vocabulary,boya-elementary-i:北京大学:beijingdaxue,Đại học Bắc Kinh,translated_subagent_draft
vocabulary,boya-elementary-i:圣诞节:shengdanjie,Giáng sinh,translated_subagent_draft
vocabulary,boya-elementary-i:长城:changcheng,Vạn Lý Trường Thành,translated_subagent_draft
vocabulary,boya-elementary-i:泰国:taiguo,Thái Lan,translated_subagent_draft
vocabulary,boya-elementary-i:国庆节:guoqingjie,Quốc khánh,translated_subagent_draft
vocabulary,boya-elementary-i:王:wang,Vương (họ Trung Quốc),translated_subagent_draft
vocabulary,boya-elementary-i:韩国:hanguo,Hàn Quốc,translated_subagent_draft
vocabulary,boya-elementary-i:西安:xian,Tây An,translated_subagent_draft
vocabulary,boya-elementary-i:韩语:hanyi,tiếng Hàn,translated_subagent_draft
vocabulary,boya-elementary-i:汉语:hanyu,tiếng Hán; tiếng Trung,translated_subagent_draft
vocabulary,boya-elementary-i:华山:huashan,núi Hoa Sơn,translated_subagent_draft
vocabulary,boya-elementary-i:英国:yingguo,Vương quốc Anh,translated_subagent_draft
vocabulary,boya-elementary-i:英语:yingyu,tiếng Anh,translated_subagent_draft
vocabulary,boya-elementary-i:云南:yunnan,Vân Nam,translated_subagent_draft
vocabulary,boya-elementary-i:李:ly,Lý (họ Trung Quốc),translated_subagent_draft
vocabulary,boya-elementary-i:中国:zhongguo,Trung Quốc,translated_subagent_draft
vocabulary,boya-elementary-i:美国:meiguo,Hoa Kỳ; Mỹ,translated_subagent_draft
vocabulary,boya-elementary-i:中文:zhongwen,tiếng Trung; chữ Hán,translated_subagent_draft
vocabulary,boya-elementary-i:才:cai,mới; chỉ,translated_subagent_draft
vocabulary,boya-elementary-i:从……到……:congdao,từ… đến…,translated_subagent_draft
vocabulary,boya-elementary-i:的:de,của; (trợ từ định ngữ),translated_subagent_draft
vocabulary,boya-elementary-i:带:dai,mang; đem theo,translated_subagent_draft
vocabulary,boya-elementary-i:对……来说:duilaishuo,đối với… mà nói,translated_subagent_draft
vocabulary,boya-elementary-i:量:liang,đo; số lượng,translated_subagent_draft
vocabulary,boya-elementary-ii:比:bi,so với; hơn,translated_subagent_draft
vocabulary,boya-elementary-ii:比如说:birushuo,ví dụ như; chẳng hạn,translated_subagent_draft
vocabulary,boya-elementary-ii:哎呀:diya,ôi chao; trời ơi,translated_subagent_draft
vocabulary,boya-elementary-ii:比赛:bisai,cuộc thi; trận đấu,translated_subagent_draft
vocabulary,boya-elementary-ii:安静:dinjing,yên tĩnh,translated_subagent_draft
vocabulary,boya-elementary-ii:笔:by,bút,translated_subagent_draft
vocabulary,boya-elementary-ii:安排:anpai,sắp xếp; bố trí,translated_subagent_draft
vocabulary,boya-elementary-ii:毕业:biye,tốt nghiệp,translated_subagent_draft
vocabulary,boya-elementary-ii:按:an,theo; căn cứ theo,translated_subagent_draft
vocabulary,boya-elementary-ii:闭:bi,đóng; nhắm lại,translated_subagent_draft
vocabulary,boya-elementary-ii:变化:bianhud,sự thay đổi; thay đổi,translated_subagent_draft
vocabulary,boya-elementary-ii:把:ba,đưa tân ngữ lên trước để nói cách xử lý hoặc tác động lên sự vật,translated_subagent_draft
vocabulary,boya-elementary-ii:遍:bian,lần; lượng từ cho số lượt làm trọn một việc,translated_subagent_draft
vocabulary,boya-elementary-ii:摆:bai,bày; đặt; xếp,translated_subagent_draft
vocabulary,boya-elementary-ii:表现:bidoxian,thể hiện; biểu hiện,translated_subagent_draft
vocabulary,boya-elementary-ii:搬:ban,chuyển; di chuyển đồ đạc,translated_subagent_draft
vocabulary,boya-elementary-ii:宾馆:binguan,khách sạn,translated_subagent_draft
vocabulary,boya-elementary-ii:搬家:banjia,chuyển nhà,translated_subagent_draft
vocabulary,boya-elementary-ii:不但:budan,không những,translated_subagent_draft
vocabulary,boya-elementary-ii:办公室:bangongshi,văn phòng,translated_subagent_draft
vocabulary,boya-elementary-ii:不见不散:bujianbusan,không gặp không về; hẹn gặp nhất định,translated_subagent_draft
vocabulary,boya-elementary-ii:帮助:bangzhu,giúp đỡ; sự giúp đỡ,translated_subagent_draft
vocabulary,boya-elementary-ii:不管:bugudn,bất kể; dù thế nào,translated_subagent_draft
vocabulary,boya-elementary-ii:包子:baozi,bánh bao nhân,translated_subagent_draft
vocabulary,boya-elementary-ii:饱:bdo,no,translated_subagent_draft
vocabulary,boya-elementary-ii:菜单:caidain,thực đơn,translated_subagent_draft
vocabulary,boya-elementary-ii:报:bao,báo; tờ báo,translated_subagent_draft
vocabulary,boya-elementary-ii:参加:canjia,tham gia,translated_subagent_draft
vocabulary,boya-elementary-ii:报名:bdoming,đăng ký,translated_subagent_draft
vocabulary,boya-elementary-ii:灿烂:canlan,rực rỡ; tươi sáng,translated_subagent_draft
vocabulary,boya-elementary-ii:报名表:baomingbido,phiếu đăng ký,translated_subagent_draft
vocabulary,boya-elementary-ii:操场:caochang,sân thể thao; sân trường,translated_subagent_draft
vocabulary,boya-elementary-ii:背:bei,cõng; đeo trên lưng,translated_subagent_draft
vocabulary,boya-elementary-ii:层:ceng,tầng; lượng từ cho tầng nhà,translated_subagent_draft
vocabulary,boya-elementary-ii:北边:beibian,phía bắc,translated_subagent_draft
vocabulary,boya-elementary-ii:曾经:cengjing,từng; đã từng,translated_subagent_draft
vocabulary,boya-elementary-ii:被:bei,dùng trong câu bị động để chỉ chủ ngữ chịu tác động,translated_subagent_draft
vocabulary,boya-elementary-ii:茶:cha,trà,translated_subagent_draft
vocabulary,boya-elementary-ii:本子:benzi,vở,translated_subagent_draft
vocabulary,boya-elementary-ii:查:cha,tra; kiểm tra,translated_subagent_draft
vocabulary,boya-elementary-ii:鼻子:bizi,mũi,translated_subagent_draft
vocabulary,boya-elementary-ii:尝:chang,nếm; thử vị,translated_subagent_draft
vocabulary,boya-elementary-ii:场:chdng,lượng từ cho một buổi hay một sự kiện,translated_subagent_draft
vocabulary,boya-elementary-ii:戴:dai,đeo; đội,translated_subagent_draft
vocabulary,boya-elementary-ii:唱歌:changge,hát,translated_subagent_draft
vocabulary,boya-elementary-ii:担心:danxin,lo lắng,translated_subagent_draft
vocabulary,boya-elementary-ii:超市:chaoshi,siêu thị,translated_subagent_draft
vocabulary,boya-elementary-ii:蛋糕:dangao,bánh ngọt,translated_subagent_draft
vocabulary,boya-elementary-ii:炒:chdo,xào,translated_subagent_draft
vocabulary,boya-elementary-ii:当:dang,làm; đảm nhiệm vai trò,translated_subagent_draft
vocabulary,boya-elementary-ii:衬衫:chenshan,áo sơ mi,translated_subagent_draft
vocabulary,boya-elementary-ii:倒:dao,ngã; đổ,translated_subagent_draft
vocabulary,boya-elementary-ii:成功:chenggong,thành công,translated_subagent_draft
vocabulary,boya-elementary-ii:到处:ddochi,khắp nơi,translated_subagent_draft
vocabulary,boya-elementary-ii:成绩:chengji,điểm số; thành tích,translated_subagent_draft
vocabulary,boya-elementary-ii:到达:daoda,đến nơi,translated_subagent_draft
vocabulary,boya-elementary-ii:成为:chengwei,trở thành,translated_subagent_draft
vocabulary,boya-elementary-ii:乘客:chengke,hành khách,translated_subagent_draft
vocabulary,boya-elementary-ii:道:dao,lượng từ cho câu hỏi; món ăn,translated_subagent_draft
vocabulary,boya-elementary-ii:迟到:chiddo,đi muộn,translated_subagent_draft
vocabulary,boya-elementary-ii:得:de,phải; cần phải,translated_subagent_draft
vocabulary,boya-elementary-ii:抽空儿:choukongr,tranh thủ thời gian rảnh,translated_subagent_draft
vocabulary,boya-elementary-ii:灯:deng,đèn,translated_subagent_draft
vocabulary,boya-elementary-ii:出租:chuzi,cho thuê,translated_subagent_draft
vocabulary,boya-elementary-ii:地道:didao,chính gốc; chuẩn vị,translated_subagent_draft
vocabulary,boya-elementary-ii:出租车:chuziche,xe taxi,translated_subagent_draft
vocabulary,boya-elementary-ii:地点:dididn,địa điểm,translated_subagent_draft
vocabulary,boya-elementary-ii:除了:chule,ngoài; trừ,translated_subagent_draft
vocabulary,boya-elementary-ii:地铁:ditie,tàu điện ngầm,translated_subagent_draft
vocabulary,boya-elementary-ii:厨房:chutang,nhà bếp,translated_subagent_draft
vocabulary,boya-elementary-ii:地铁站:ditiezhan,ga tàu điện ngầm,translated_subagent_draft
vocabulary,boya-elementary-ii:穿:chuan,mặc,translated_subagent_draft
vocabulary,boya-elementary-ii:点:didn,gọi món; chọn,translated_subagent_draft
vocabulary,boya-elementary-ii:次:ci,lần; chuyến,translated_subagent_draft
vocabulary,boya-elementary-ii:点心:didnxin,điểm tâm; món tráng miệng nhẹ,translated_subagent_draft
vocabulary,boya-elementary-ii:从来:conglai,từ trước đến nay; xưa nay,translated_subagent_draft
vocabulary,boya-elementary-ii:点着:didnzhao,châm; đốt lên,translated_subagent_draft
vocabulary,boya-elementary-ii:聪明:congming,thông minh,translated_subagent_draft
vocabulary,boya-elementary-ii:订:ding,đặt trước; đặt mua,translated_subagent_draft
vocabulary,boya-elementary-ii:醋:cu,giấm,translated_subagent_draft
vocabulary,boya-elementary-ii:丢:diu,làm mất; đánh rơi,translated_subagent_draft
vocabulary,boya-elementary-ii:东边:dongbian,phía đông,translated_subagent_draft
vocabulary,boya-elementary-ii:东门:dongmen,cổng phía đông,translated_subagent_draft
vocabulary,boya-elementary-ii:答案:daan,đáp án,translated_subagent_draft
vocabulary,boya-elementary-ii:动物:dongwi,động vật,translated_subagent_draft
vocabulary,boya-elementary-ii:打包:ddbao,gói mang về,translated_subagent_draft
vocabulary,boya-elementary-ii:动物园:dingwiyuan,vườn thú,translated_subagent_draft
vocabulary,boya-elementary-ii:打工:dagong,làm thêm; đi làm thuê,translated_subagent_draft
vocabulary,boya-elementary-ii:动作:dongzuo,động tác,translated_subagent_draft
vocabulary,boya-elementary-ii:打算:ddsuan,dự định; kế hoạch,translated_subagent_draft
vocabulary,boya-elementary-ii:堵车:diche,tắc đường,translated_subagent_draft
vocabulary,boya-elementary-ii:打招呼:dazhaohu,chào hỏi,translated_subagent_draft
vocabulary,boya-elementary-ii:锻炼:dudnlian,tập luyện; rèn luyện,translated_subagent_draft
vocabulary,boya-elementary-ii:打折:ddzhe,giảm giá,translated_subagent_draft
vocabulary,boya-elementary-ii:对:dui,đối với; với,translated_subagent_draft
vocabulary,boya-elementary-ii:大象:ddxiang,con voi,translated_subagent_draft
vocabulary,boya-elementary-ii:对手:duishou,đối thủ,translated_subagent_draft
vocabulary,boya-elementary-ii:待:dai,ở lại,translated_subagent_draft
vocabulary,boya-elementary-ii:多么:duome,biết bao; biết mấy,translated_subagent_draft
vocabulary,boya-elementary-ii:感到:gandao,cảm thấy,translated_subagent_draft
vocabulary,boya-elementary-ii:感觉:ganjue,cảm giác; cảm thấy,translated_subagent_draft
vocabulary,boya-elementary-ii:饿:e,đói,translated_subagent_draft
vocabulary,boya-elementary-ii:刚才:gangcai,vừa nãy,translated_subagent_draft
vocabulary,boya-elementary-ii:而且:erqie,hơn nữa; mà còn,translated_subagent_draft
vocabulary,boya-elementary-ii:歌手:geshou,ca sĩ,translated_subagent_draft
vocabulary,boya-elementary-ii:耳朵:erduo,tai,translated_subagent_draft
vocabulary,boya-elementary-ii:个子:gezi,chiều cao; vóc dáng,translated_subagent_draft
vocabulary,boya-elementary-ii:更加:gengjia,càng; hơn nữa,translated_subagent_draft
vocabulary,boya-elementary-ii:发达:fada,phát triển,translated_subagent_draft
vocabulary,boya-elementary-ii:公交卡:gongjiaoka,thẻ xe buýt; thẻ giao thông công cộng,translated_subagent_draft
vocabulary,boya-elementary-ii:饭馆儿:fanguanr,quán ăn; nhà hàng,translated_subagent_draft
vocabulary,boya-elementary-ii:公司:gongsi,công ty,translated_subagent_draft
vocabulary,boya-elementary-ii:饭卡:fankd,thẻ ăn; thẻ căng tin,translated_subagent_draft
vocabulary,boya-elementary-ii:公寓:gongyu,căn hộ,translated_subagent_draft
vocabulary,boya-elementary-ii:方便:fangbian,tiện; thuận tiện,translated_subagent_draft
vocabulary,boya-elementary-ii:公园:gongyuan,công viên,translated_subagent_draft
vocabulary,boya-elementary-ii:房东:fangdong,chủ nhà; chủ cho thuê,translated_subagent_draft
vocabulary,boya-elementary-ii:共同:gongtong,chung; cùng nhau,translated_subagent_draft
vocabulary,boya-elementary-ii:房间:fangjian,phòng,translated_subagent_draft
vocabulary,boya-elementary-ii:沟通:goutong,giao tiếp; trao đổi,translated_subagent_draft
vocabulary,boya-elementary-ii:房子:fangzi,nhà; căn nhà,translated_subagent_draft
vocabulary,boya-elementary-ii:拐:gudi,rẽ; quẹo,translated_subagent_draft
vocabulary,boya-elementary-ii:房租:fangzi,tiền thuê nhà,translated_subagent_draft
vocabulary,boya-elementary-ii:逛:guang,đi dạo; đi tham quan,translated_subagent_draft
vocabulary,boya-elementary-ii:放松:fangsong,thư giãn,translated_subagent_draft
vocabulary,boya-elementary-ii:锅:guo,chảo; nồi,translated_subagent_draft
vocabulary,boya-elementary-ii:飞机:feiji,máy bay,translated_subagent_draft
vocabulary,boya-elementary-ii:过来:guolai,qua đây; đến đây,translated_subagent_draft
vocabulary,boya-elementary-ii:非……不可:feibuke,nhất định phải; không thể không,translated_subagent_draft
